d,alpha,theta1,theta2,target
1.3348410115938834,3.6582331861935993,4.366241944802601,4.143415588285186,-3.6185762768001
2.6302966310401077,2.5484967493729234,4.752614784696391,4.061708096416874,-4.876120767025465
1.5012439024286763,3.256723720767138,4.741242116679003,4.0234430602667555,-4.176287851306697
1.4236345787385507,3.224414618564422,4.665099096960553,4.693055367946659,-3.1676983433772143
2.300585538389414,2.0645886459940916,4.816404617399302,4.226790641469927,-2.763526298990421
2.4046357657415016,3.8302937063612177,4.905926615036153,4.802409527834743,-6.834838500317696
1.5225407238993836,2.902356110474286,4.943577370196982,4.756996211840687,-2.934291367211498
1.4603001622057656,2.8827735150571345,4.162746818800312,4.233891331105521,-2.754588092178414
2.6160986154147814,2.031897434726588,4.428033731398853,4.150996698931989,-2.7703377828579128
1.5308101405808463,3.6410020835373587,4.498158344906843,4.971892415778374,-4.425208349066523
2.549291217862386,2.2095114461965077,4.891859103029132,4.115477938233164,-3.841118121852954
1.0986922334219504,2.9497090142586844,4.4023385799840264,4.120167355060508,-2.2073217588867693
2.381285132981896,2.913612022267853,4.393505699153954,4.206086442090414,-4.617048751757139
2.8256513547815576,3.041536885766581,4.089395229301652,4.340640035003971,-5.908271472755581
1.66447929179898,2.5201391194875593,4.708661353588479,4.575308589215655,-2.5464255822423243
1.29939587655086,2.6213807269905898,4.059970364593502,4.335230825949322,-2.165834865974073
2.8641385438958737,3.814402554700748,4.405757899916934,4.390645002359447,-8.061568226751225
2.2932651755058204,2.91389096994517,4.311337894268308,4.629656084925212,-4.559594495490481
2.764765172896128,2.371421648542978,4.054624371050405,4.10083969313231,-3.7945086213701478
1.7184398108842327,2.545463682088001,4.544665945926768,4.471623906733838,-2.6608801172546976
1.731747146562663,2.126789810497962,4.897092180704693,4.297180809294684,-2.2143077981657195
2.792256564410647,2.7427361068906593,4.072662471772048,4.51936736824333,-5.243189439140477
2.5819410068699264,2.127189681620801,4.305573976679872,4.7860923546135865,-3.153236367745386
1.5008878705509794,3.3457004790145453,4.924685361605811,4.391839187939727,-3.9413026263480924
1.2286583355932172,2.479484677288668,4.096378931345508,4.014195817666847,-1.8221637084192652
2.7341960958716727,2.0030831780283354,4.408946114208198,4.250803766617958,-2.7656452531062037
1.5356834229099574,2.3145450030284156,4.843013347459863,4.223789452202506,-2.3194506839329327
1.4497114232659902,2.2494387087539143,4.183577050078292,4.168775521152913,-1.811462931982353
2.8426651199230832,3.48211056838577,4.964720959204321,4.038529267454322,-10.22685907963619
2.3163051408121103,3.341245830032279,4.139139179193535,4.236140212275858,-5.4427319031137795
2.2428724318824127,3.8323715453421228,4.3151654597251765,4.022485736570883,-6.574372970423631
1.5571624803304442,2.6267417365628463,4.5614656398369595,4.453736526393188,-2.5437818236729464
1.4289567907607457,3.588982785065279,4.219406885151745,4.028799280958093,-3.7526982650951295
1.0419313465431572,2.5517294254186096,4.986025289669948,4.768223633182177,-1.6447119321747434
1.7722655756958503,3.0135156707432764,4.206004347047576,4.584709953935227,-3.769001700990775
2.6028224130154416,2.2506535490271595,4.74838114504556,4.610586272789395,-3.276733517385254
1.1003321288358228,2.553010220337265,4.340642151014071,4.988370874367865,-1.9998853157635945
1.4481464197383351,2.7052072655276804,4.399329754210484,4.650268983373505,-2.5271795830645405
2.4528566400573384,3.558758547477519,4.645537852376503,4.786472657428691,-6.325224968269886
2.61933714012938,2.629476680932403,4.315590239159404,4.031947056542738,-4.39538878647445
1.4552079645876819,2.5516105763278514,4.943100046407361,4.835682320201365,-2.267304720244455
1.945115554984682,2.315638334358095,4.260107565334382,4.688623349484696,-2.731557736857551
1.7328622154211497,2.05168664690241,4.93104725014709,4.141549632167795,-2.274817867359127
2.4235049246210587,2.9845134031882106,4.399609121384417,4.439873211618561,-4.812399513251159
2.191535169063621,2.7153206110127286,4.973529109432546,4.253822140540813,-4.591372428610275
2.174239821347912,2.1453474834691484,4.064605761988574,4.358989932203654,-2.5655380454120236
2.0946671269320047,3.1378159780085313,4.533082987035614,4.890675807771845,-4.70364753102197
1.5336043141307645,3.681292246582327,4.048275390965299,4.329266791721172,-4.242897384179787
2.7514059753568314,3.9146797208068658,4.229310489075159,4.807241854155764,-9.211007791869614
2.6200054926346983,2.2905707213821644,4.183691633832793,4.519575904525679,-3.518153946967839
2.023679343902198,2.201524662307526,4.695478002106333,4.803406459270372,-2.4412685714417903
2.7089266259660967,2.059233704269362,4.223607750011331,4.925158547065364,-3.4117231222347497
1.9807094911614194,2.22635958967967,4.121670116583186,4.067730671384927,-2.43150233203093
1.9356265434821205,3.996690896779959,4.512981691298079,4.27917734812633,-5.929517094653963
1.9767936267583652,3.8352840462267994,4.37510171231418,4.791741787124508,-6.012762012392394
2.5860808223834493,2.001611363486277,4.555197362595056,4.064863564955344,-2.8111192869918153
2.4731368702493848,2.790856239846569,4.471440470885912,4.000405138390766,-4.815075359891119
2.4425815214342372,2.2374362826382885,4.830903541516647,4.240740565626757,-3.422653609188402
1.408617987917636,3.502138973191832,4.985188562182022,4.530465045940408,-3.8270751006639165
2.172348622776961,3.413424913529245,4.173600951912799,4.079038947547079,-5.260978905336608
1.9568017593916325,3.4983882788484126,4.101238829733605,4.910025553344559,-6.439421235795123
2.8568174909967405,3.536596545817339,4.955224668220428,4.441251869810538,-8.058234082864146
1.0719315157598093,3.228045570327601,4.402024030444539,4.777481706739375,-2.5224681878776516
2.458270907803503,3.177835011276767,4.380402966226511,4.939140871355857,-6.054003397857438
2.1514466435979758,2.045352052471854,4.163787738008273,4.379285557330346,-2.2845084913803273
1.3742259694737915,3.7029110474985005,4.5940643109605634,4.277334679404822,-3.8658123490458207
1.7785550857564998,2.777492883130052,4.818663760826727,4.619393401401295,-3.208046528989356
2.558275787305148,3.9229863022413074,4.179424026136286,4.464459763431342,-7.726222267460257
1.0184795462591738,3.315130586970371,4.335628035967505,4.827996310955067,-2.594696937408608
1.3861698174887453,2.962317916111459,4.581680267579496,4.397171319791813,-2.755067119279129
2.8420636642397024,2.0842866291467166,4.508331955084682,4.664216884146583,-3.1070712882508373
1.750930100518068,2.852751425002504,4.514754378457148,4.7118013861896495,-3.291195728110443
1.6232948171734003,2.9173961260816705,4.54433091163585,4.775785379474697,-3.1755629907181335
1.583089765451193,2.998896884978164,4.096265178936311,4.340766811474802,-3.236624107381056
1.3270272678090451,3.2402361020210795,4.602012967744426,4.17451205194819,-3.1923994420548736
2.116055112249113,3.180445871764642,4.184513569724903,4.6590211701162625,-5.037352590236285
2.3057628512283936,3.850943126731792,4.158218930176686,4.843627574864939,-8.009587687732795
2.6427256313287577,3.0665090134930333,4.390526939109325,4.468774267958181,-5.473846314192244
1.0590402982523777,3.108841332763391,4.359675538697163,4.94114008904948,-2.550485439536483
2.4720129720416186,2.72181926824896,4.995226046337057,4.191913826829813,-5.481771930293203
2.3459313880715955,3.3237354096830063,4.646537591661426,4.6037989227530005,-5.455153141940791
2.355718207108885,2.8631065716013193,4.1943801532141,4.648773667058625,-4.745869610073062
2.1654382542939734,3.650353558064026,4.686449562937466,4.412473783691157,-5.912269877070457
1.189410880948416,3.5331214498696504,4.060181637890742,4.858464181871014,-3.9406640367612837
1.8489188699428847,3.0135847266258224,4.6679743625461505,4.8264103520567785,-3.7582984359946465
1.3897677503149226,2.589650627853783,4.862241978776413,4.806248610769949,-2.2117458327159394
1.2363705221621655,3.2353015302206947,4.163083247503152,4.936253365251752,-3.5303622101185765
2.0671486815745777,2.1153896095743763,4.362332944921827,4.205767450938772,-2.3249857519885384
2.954590954296769,2.0540730403694125,4.723302922043148,4.891103765111538,-3.1440552988413355
2.753678617766177,2.947593523523847,4.391320569713012,4.524289492052319,-5.398630174711852
2.245018239713242,3.1378458413401757,4.921326743985883,4.256973090477683,-5.72244602305176
1.4626112028621754,2.1864224589156986,4.479858863597508,4.358614624811885,-1.744059992624718
2.299523490081679,2.0846721730940447,4.647643708957844,4.664360341702778,-2.494464680490384
1.2501293710878358,2.8911444632738004,4.9166551508552585,4.25026655008522,-2.8110118804676283
1.4484127308182664,3.540287796586773,4.569586038605117,4.381611211376082,-3.7306273257742926
2.2904356759379283,3.80471037411959,4.1469996623434,4.871008845315168,-8.016342881880274
2.129512612111144,3.1280333850976025,4.227913338711362,4.394931693933177,-4.579966365264694
1.8386072708561574,2.0444527747736156,4.613085907765095,4.3456993558267465,-1.967284076123983
1.9825491711069507,3.2802701573380677,4.146782255151113,4.555503873756182,-4.825353750446322
2.123813341843794,2.4867494861669757,4.837705950511577,4.685849907004879,-3.183708673178242
2.910731606728053,3.7414184975090947,4.67556853796822,4.535552650713676,-8.041632846440011
2.846859775282528,3.033999363934809,4.818987058473209,4.614338081466257,-5.88284028804012
2.8755625914324208,2.1858731038201284,4.49090327781217,4.977904125555163,-3.705641730983323
2.379858340326191,2.974063647430176,4.340578149051217,4.346541940787144,-4.698054359725892
2.308373525841823,2.226679504335294,4.505648071608623,4.734673223194973,-2.8835949967332555
2.663678379322481,3.2481362614595195,4.083731728741462,4.239871537380018,-6.044534883015361
2.9515938697994284,2.9437522847379425,4.9317925704265955,4.121628497733082,-7.468886601631675
1.618608375877271,2.738829210585353,4.598633555869523,4.822747658912059,-2.8670063171294586
1.0646001013577038,3.3607383186256827,4.038844541298464,4.331742244253887,-2.59853216645288
2.9953107180987875,3.362483633772953,4.600371532275259,4.123390547422154,-7.7424544014858965
2.110145440702635,3.988926610771546,4.360693802283228,4.3204481607106215,-6.311155940982727
1.034239759515214,3.915440025733491,4.805028574110983,4.733483302377795,-3.021421088856479
1.4446718850401672,3.196785933624212,4.076281255776447,4.684522254677312,-3.6757902675690874
2.5095157362422915,3.0508533121869315,4.614749350222263,4.707034491464324,-5.163195638512087
2.143481533213117,3.368124898535224,4.123667610768008,4.177827755590743,-5.081777547044558
1.94172407494976,3.1838252871652806,4.7752157148729015,4.967438307468182,-4.300663232656942
2.8427575801470155,3.9193008154662934,4.5656649685699175,4.601552690134389,-8.303124054135678
1.168282239854682,2.2065286517368037,4.019098708270358,4.381228569747674,-1.4754129159823932
1.4417233822725555,3.621619188635167,4.700551648578414,4.239983905324953,-4.115712197969583
1.708729379692734,3.0713138378680833,4.040524418158052,4.389858640353388,-3.70827840584991
2.9749006403847416,2.3562968925772454,4.17537335767406,4.147123019701279,-4.035979089027263
2.631780307042076,3.0470799523367273,4.0012408844488,4.689344922998952,-6.501285503214945
2.3469495893788435,2.575862623601492,4.659791049426346,4.519413879374193,-3.7248639399312045
1.4858231499695695,3.353143979002824,4.327604261477631,4.781859949048638,-3.792619408690807
1.1594263044078494,2.3311304851246635,4.460164540962497,4.082170111064981,-1.623553384355918
2.205018750315044,3.951191049988578,4.20735819915751,4.98328667998343,-8.433891118664697
1.8999871002615258,2.7589567898528533,4.971684338207835,4.523455158300777,-3.6032464909762667
2.716211418018153,2.3800900940102894,4.176532954615087,4.954155022775945,-4.69977611934118
2.755980237592843,3.7334431500991228,4.7886258976466385,4.525631388312921,-7.74331467813097
1.252379971156472,3.168021925796752,4.287403948065415,4.921634473264309,-3.186143828286373
1.8283686042193947,2.6590802814123227,4.646361738860507,4.320404194909241,-3.1541023604727445
2.2830378022383195,3.272067312691158,4.243185291875012,4.044954832586613,-5.266205195542166
2.127544302852746,2.1442626742285373,4.4585011907196685,4.385712414961622,-2.4388736169627916
2.961477413010134,2.06392119804058,4.564834983936699,4.902647438583525,-3.275481933229759
2.180193383400999,3.7991965884275407,4.616576464430805,4.794176008674336,-6.179739282897162
2.3280095916591677,2.1091819171236956,4.7548130209510004,4.227105669092749,-2.8447043935984864
2.675364420817073,3.358688881827331,4.041425019238968,4.101600668908217,-6.319165931517293
2.3320992763871673,2.6030138256045037,4.774077458656819,4.650604104202828,-3.759062824568114
1.5833195922643444,2.7339206321674743,4.319546866538723,4.586358634795173,-2.818366903560687
1.1508394917644067,3.10552649860846,4.511308752944896,4.32440116801886,-2.45547202156755
1.6546210117867517,2.7189965006284718,4.854394757510967,4.605839714001503,-2.9096614912859775
1.8041424154436199,2.8452212281712823,4.190051474913295,4.089743083490493,-3.341470210317215
2.5732687821446687,3.1376397347743668,4.62807517565598,4.603213752958222,-5.50201094880156
2.4269660260359167,2.1941810321637463,4.1675771598235825,4.265560731450916,-2.9078177569102386
1.6589843676986435,2.469380286876591,4.089108738277525,4.982093847975588,-3.318485402306477
2.303172344069285,2.167884256746765,4.544832164194778,4.247914884867193,-2.772870504171716
2.482722327267765,2.8479586601306277,4.098580200924839,4.7342364028925665,-5.363277960713838
2.205068245326375,3.043563205549857,4.178652331493236,4.972065972388823,-5.81251149497473
2.6635200393736325,2.176192255950304,4.976504327201743,4.3717194609260925,-3.5662144474532194
2.783794132538107,2.543584397485581,4.069051458570244,4.47820103731395,-4.56764296317835
1.9351419953468,3.6691129669130174,4.866696062318909,4.11624240821365,-6.547142908719797
1.9303629200705452,3.0004014297328134,4.12536670461042,4.8306549634549905,-4.7030530462838565
2.7715370397695516,2.8623755856747737,4.406619494601909,4.905822175345492,-5.6748758682995915
1.517003765502633,2.0272526639270003,4.376957680680377,4.662018714130879,-1.6016298407751652
1.8915151517107387,2.7189716847700183,4.186676082291861,4.799767656313855,-3.750912033460833
1.053870723302058,3.468935035253338,4.518563830972563,4.773132017579816,-2.6686994407156477
1.6001013480404864,2.9797535938391775,4.201092529210706,4.2190443768913,-3.1681886129166816
2.3562955819620024,3.5634323374278525,4.556552397009307,4.898357479173713,-6.325962132528181
2.563022495979191,3.2913970087558972,4.7640651149865425,4.053084016842707,-7.213284112393274
2.2064255971227738,2.6149564204922786,4.644271208290212,4.532850550968949,-3.5793363946942702
2.031000536212881,2.2113923056134848,4.5410299023020295,4.740244546607086,-2.494308643210971
1.4974633463421774,3.0871796556096562,4.773356856045589,4.884126651297529,-3.140010797330967
2.0587435725725243,2.0293037575005757,4.875886727585919,4.01934753596398,-2.7558887316385934
1.0151301516220617,3.8117378435220726,4.769905090911601,4.043044028918296,-3.568791624001155
2.8810004230803266,3.380834564464717,4.048339326455276,4.991537720887072,-10.065865566373528
1.7426133561718216,2.289480471109525,4.245234467039815,4.5893369832909165,-2.3426471398067417
2.416532840795014,2.7291605678612525,4.698045613989445,4.075121936952928,-4.8444841950935595
2.81363973724239,2.849483082428917,4.264785518690139,4.325350646696313,-5.210851299593431
1.42053083292204,3.4726421985735563,4.756209473107828,4.639483562733531,-3.531120536669443
2.5223798132123063,3.5346172948056256,4.386042303548615,4.227437496829207,-6.456433962833983
1.713802179760121,2.611780825002469,4.742787238642366,4.5338838068960925,-2.806394479199602
2.3160741166257397,3.8572170867584745,4.627669042245744,4.095699328217624,-7.4332502087072445
1.1022487045919125,2.218763479006522,4.545403021676925,4.5131412338694155,-1.3438625091581142
2.371203734364019,2.0076299658542354,4.83020972923337,4.93829957399343,-2.3986401195310507
1.1015794757106332,2.931563875335734,4.638427039492661,4.98483020864828,-2.226380924971807
1.2428461898583316,2.591133800825978,4.717008656711617,4.974756253446812,-2.02581962550704
2.076307287874881,2.2297528663422836,4.932271711844105,4.479649868073912,-2.744111816355324
2.4960621932190694,3.3347592357293965,4.907174384227732,4.426208854376955,-6.384978007517212
2.1543806937415493,3.2825344150037488,4.354354003988742,4.58913124856058,-5.023072435131093
1.275679715494006,2.370223739967333,4.305787933709229,4.901543919770456,-1.9889442284138692
1.8188483471329877,2.0140024663233094,4.979194473638719,4.994468758506043,-1.84446048012876
2.611604872694169,3.367599435105366,4.894893072626374,4.60545389643431,-6.3881148677042905
1.0180037649222604,2.5743977601809034,4.88705556067094,4.18646386335234,-1.9301851660481892
2.585149610612201,2.3798211907214535,4.091816655457582,4.336135222413162,-3.643227277190023
2.135810968533216,2.9022738255530767,4.707201722689475,4.743894233082268,-4.0649322346267684
2.942207853280758,2.322218145205223,4.908081297710332,4.514817938803853,-4.109520376044592
1.2430605803725352,3.6022395388205357,4.891329374783895,4.509909407491965,-3.4275340362809597
1.2087604097154168,2.73115293941364,4.320780983524053,4.555552918396872,-2.135429138399383
1.0655064036897013,3.1049876010332556,4.714757755798634,4.025339256740559,-2.7112396511752084
2.881447632840694,3.860169266016457,4.292957796947645,4.919093641903622,-9.703446346264485
2.6309018495449035,3.2651146598959087,4.0800935892116135,4.884379758764635,-7.785263866060337
1.5724653452290867,2.334291884649819,4.3060167704611905,4.798701456946446,-2.2886933251645827
1.0323821157689055,3.769599094748942,4.333848576546873,4.46254590389166,-2.8780962777904695
1.5176380567470393,2.9307961929019246,4.745624719628318,4.474848924360192,-3.0120785330641917
1.1724229434092408,3.007350729798146,4.435202430610578,4.933633892073259,-2.5899403238409926
2.010647352475484,2.975446038635095,4.325502340190466,4.3400485672739,-3.9722398794812808
1.295859194058797,3.1096052567795054,4.071328049087658,4.065436759626549,-2.733787264930551
1.9913377170668778,2.0877662361382727,4.257187195034004,4.271004630784515,-2.1662497516632793
1.5524419887252743,2.492900729185761,4.850051803983043,4.427146640686592,-2.473145946996854
2.1456610838798085,3.9778117819331875,4.191210339452911,4.228421792101327,-6.392911387527539
2.1102970944925326,2.1576760379846736,4.415772178402767,4.294197480871521,-2.455424542696641
2.866050966414802,3.545729737326238,4.671111834290443,4.71641168365385,-7.302034163724311
2.6235252674901144,3.1399909987972183,4.5630635475609695,4.893813382149229,-5.8550134289290545
1.6184794198270152,3.1781568058614433,4.484703738636074,4.094354198265461,-3.7392617878979677
2.2473043111584503,3.6345929660398397,4.036778828305679,4.696941703785137,-7.088769973839935
1.6646870406963803,3.3332456542735294,4.314742151269783,4.618820489945186,-4.026206800231811
1.3992554201151148,2.1909340792190406,4.105848431391509,4.622773084868387,-1.8306495991242455
1.947521892569945,3.554606141386926,4.50297726728744,4.9547880878760235,-5.397864235151498
1.7289676662632298,3.660229650155893,4.4144507269369075,4.490687200573063,-4.609967863247319
2.2502427467997417,2.3072501417267652,4.469562861442974,4.995442908064195,-3.247773571020849
2.281535888688581,2.9562305751623015,4.736236147262108,4.113458566795002,-5.191497744668265
2.5964829525731186,3.9155532784262004,4.765948422312322,4.319369585295432,-8.211672940337056
1.6900592886587884,3.6139277859615877,4.4832097077109365,4.756967935958638,-4.5504171799289415
1.7450511996047333,3.034600113108862,4.011280216584885,4.05963610688578,-3.55360567978151
2.6257805370076426,2.965521226449215,4.528167776737703,4.2006854219066545,-5.374631936981912
2.9099940899791115,2.937885233191378,4.6789058167652335,4.019875020768378,-6.68341547700567
2.709647079028813,3.6223361508757463,4.178284601723207,4.085650030043176,-7.129560459495521
1.3631920806678357,3.044084853594037,4.451874951066896,4.022757078605433,-2.9905790656029803
2.1658730846334033,3.7241675467360453,4.964737377296215,4.289389150732944,-7.134853489955587
2.3801420440059546,3.3541562134691265,4.329924300869749,4.619174918648534,-5.788464647225271
2.9095106217010036,3.3062132451921213,4.742533988638281,4.99217030650759,-6.873537363089402
2.04358224378635,2.442836110342479,4.44253083557822,4.432338539423531,-2.9486629267298743
1.9635837038110857,2.205914498935832,4.8354063892626815,4.634779101005472,-2.4010524297192237
1.554878147331046,3.8539785338134926,4.49384660453004,4.9394947279821535,-4.810640466616818
1.3979048548769561,3.563000036456036,4.645604591710169,4.965057564991765,-3.730191651399238
2.9647961451930698,2.995169693056,4.93972328038564,4.2873603072076545,-6.991627405850473
2.327211626428028,3.905918687412736,4.836089834708266,4.039011456166904,-8.895992112908695
1.518920300631857,2.1275040026775507,4.1994147671780055,4.939797464206672,-2.0836540932868286
2.35976512033241,3.6274264154620983,4.52172056932222,4.890716193555565,-6.545475052594589
2.881134926939089,2.274640415532998,4.901723367210735,4.95311536647985,-3.675782063776971
1.5778960242046172,3.0056904960349446,4.681034787724091,4.237871241125282,-3.4120952982440103
2.666517760760533,2.6209786607823466,4.612856063198205,4.708751694181053,-4.336790897505894
2.371559324453239,3.2471774149645425,4.754406763324588,4.1833329799998165,-6.0651226099363065
1.700587276090765,2.5942051694161092,4.660061796899283,4.9126949045848525,-2.7746546811048622
2.785841312446196,2.8190079669663524,4.834574040694748,4.225449062010675,-5.84319473496586
1.7009572100106451,2.37444419208048,4.958363796058066,4.230998660798945,-2.8443835034589964
1.1174055003474421,3.171283722753955,4.349683218082039,4.21590356699199,-2.4427985368141494
1.7405814696809945,3.8940253823091138,4.927528765256244,4.78962362956761,-5.075628077972563
2.863727295741367,3.028968876641741,4.0882257712471635,4.356678337832689,-5.971203216663473
1.2932685461457842,3.250128555801015,4.250765059149664,4.803497538236037,-3.283969491036258
2.917344035332172,2.798805705295906,4.732945528806964,4.565091790036457,-5.302642400259952
2.8460130235937715,2.77517998113015,4.462294185980329,4.676842258299189,-5.138795236326576
1.286450145924223,3.562588636507046,4.323171195562196,4.429731021740393,-3.311308130271603
2.3457098490417287,2.426637601738087,4.959994995133203,4.46065575008828,-3.663230056526102
2.313505551188244,3.6759487563585767,4.5796208422001605,4.098201774674929,-6.798272631215726
2.9035172058319425,3.8150213082491815,4.483662015546368,4.003224387139323,-8.978827570185766
1.3683466298237064,2.059827965645046,4.743486738829332,4.469458322606849,-1.4875761658132574
