m,E,U,L,r,target
1.1987463841223334,11.858322653023581,1.9388085508207518,2.28084578002011,2.0308746123383314,3.958795578318887
1.2208421589758667,9.863417087148644,2.7430975853988775,2.643453484032603,2.094489826142947,3.255130321438054
2.168672756484751,8.99789528285365,1.071070448950748,1.187547018574334,2.7503208361235743,2.6964160202843197
2.885010593810814,10.975623679810825,2.6543535501976456,2.4069581271514355,1.9257766158709384,2.362400949936166
2.6941930286681455,10.824188640190314,1.028695902625087,2.354636894810072,1.9597525380174565,2.659451284124351
2.052773610847372,8.08573122811552,1.2097446998416346,2.725587400127033,1.0710177986646907,2.2720736606471883
1.756945061679201,10.516797977430159,1.9689795877429908,2.4562834040026678,2.9639625053143623,3.0834781239988067
2.3980568196785255,9.21412855711734,1.3924189265907343,1.076208112284692,1.443344217474494,2.5350924453464336
2.808268124503638,8.860514293099591,1.3973554619252955,2.544615417744515,2.8564166525185337,2.283528730860564
1.9074879839114767,9.406201239499277,2.9435549178452396,2.083170412907701,2.5779384708606505,2.5683876861729766
1.7176591481518726,9.893803068507548,1.8831447487140462,1.5471700091344602,2.186787464214947,3.026177375709782
2.76988621040237,11.373679020759003,1.8816081463948364,1.1887936500310663,1.76824152038678,2.6066933133878085
1.5138792919174924,10.424063198634705,1.1296595707645676,1.7806678487319823,1.6987320126853345,3.4350376618253
1.4800778336249913,10.608824860478773,2.051114065944888,1.7313951103500738,1.8211775491055218,3.3393526181149826
1.8569483260754587,8.22333872481419,1.932615305475135,2.1690717732298452,1.5132340962394977,2.4858572472511504
1.0225100224010153,9.531120909589905,1.4605487254257783,2.593383512356257,1.192404820445642,3.3558174427964182
1.8328887522739137,9.817180264722694,2.1185454124679914,2.655786049917756,2.047287402055355,2.8106301355689953
1.4014865735636046,11.399510010176618,1.099946336699696,2.949922386053846,2.688998094605127,3.753043442240938
2.754020654306306,9.94561641824665,1.2193746357483342,1.5616626016912025,2.409553325986952,2.506334113831331
2.5153602575572496,11.90830673939638,2.537266693039117,2.9266345202518655,1.1206889409568461,2.52451617524802
1.0637740794160226,9.220378657976257,1.1238825110830541,2.170618114475876,2.115396965403804,3.7804468824759043
1.1893378406860193,9.8259307987374,2.1629758412192586,2.6090775860586604,2.3580293784562167,3.467072270825256
2.7333789278057425,10.63562345921877,2.798183477886745,1.0787230948734765,2.6919747989390883,2.3902143106263396
1.0814543680890851,10.797570203854168,2.4973373579512725,2.081965863434915,1.2468649973326,3.6008622644130552
1.3026223329304847,10.638119406957419,2.684563172803161,1.0632621944655014,1.914431541069575,3.468403070215961
2.2753988389574937,9.145830273411043,2.3110570299553377,2.9204637424063034,2.3225272871227016,2.387915438480421
1.4963663006321366,11.798116259895364,2.065693256852094,1.0599903137441546,2.34964535347736,3.5940484300234554
2.6838876478002347,11.742843467406168,2.2595071023492093,2.463176962505453,2.312097772014461,2.628555471322185
1.1740086793604412,11.832871138522709,2.946906716496401,2.0923564397465455,1.2001148255883807,3.596170021390072
2.5085996131427697,11.720088634765665,1.732299261377321,1.715164018269764,2.346209249079901,2.8067631809482947
1.2525900751303292,8.903362639891656,2.7684021389371596,2.232245760505842,1.0867843635270924,2.6658414710301783
1.879615498873011,11.193394113011976,1.0074891987705983,2.7433268951473853,2.4333150778910113,3.2370541385492526
2.146829286462991,10.180244198873407,2.0578703128253704,1.3193588266477698,2.538324950508932,2.740116262862439
2.759385283012417,9.079320334187543,1.421299671738071,1.211695461782725,2.6113098993997186,2.349946548194252
1.5835975162690241,9.692667105948885,2.943702869399937,2.435402139422248,2.3006554798422556,2.84196214862582
1.5110347397367478,9.83463334723729,1.7259965193331261,2.179474619037916,2.1150813092773393,3.204295669333148
2.1256185863114276,8.886509001310081,2.0169281721448535,2.9636535267555546,1.2651754541250895,2.291101878895019
2.499403410634332,8.739616154452612,2.8010328628614714,2.842472965579613,2.1665601625975617,2.115765714472711
2.442682799245018,8.05638382007915,2.927163459055997,1.2650097739572033,2.352562278170086,2.0374500653101215
2.6830248587984697,11.736220438807958,1.870903665683567,2.5881303928545774,2.289220564619244,2.6788645936669284
2.8947623842116497,8.406951713755976,1.8015106492789335,1.631362475246163,2.3089459860511248,2.1222974051699337
2.5399541949651185,8.456938363080056,2.155867975872089,2.8251111893604866,1.383444624952328,2.077298855781045
1.0560331667795013,9.529893880232983,2.21260462392279,1.6249022932349864,2.765165462824351,3.680818804147897
1.3364629118724813,8.59661567450844,1.4858799097569302,1.3797655488766336,2.815660299081736,3.2414016358865716
2.610085918360764,9.173274578406936,1.0746865822336382,2.499457370013016,2.067938926769714,2.4476866539425677
2.2369892889429694,9.459612374453608,1.061605892824583,1.9468276182308417,2.90412097543257,2.7236936898334387
2.7800044643736195,11.866390664473117,1.9298290465536492,1.0148176355434826,1.8509502218351248,2.666401853078302
1.832889033651252,10.607115514498119,1.9744369623407452,2.1773282195009727,1.628173727463096,2.9811791101732683
1.451812843320763,10.803600395462833,2.9774967480376873,1.6709918640666674,1.5116657822957342,3.1939677518172793
2.934006204082271,8.866473582377907,1.9364294310221677,2.1987609871077405,2.772587572445029,2.156592037633969
2.9273882440937085,11.593948736093473,2.9492657774972058,2.1624044624165757,2.0614699621774113,2.4036792185453772
1.2618678911019745,11.606575815762804,1.7610275157119069,1.964620762363388,1.8076878014436322,3.8552468162337434
1.2484968161595618,9.63598602475992,1.844440661782516,1.831381946222062,2.6377469304086585,3.4888719026745214
2.3864307023559603,9.752092909584949,1.535176989581683,2.448122350019439,2.037872461463308,2.575453342715012
2.70872315758802,11.203413223042206,2.355696812754082,2.531341651494774,2.304566346259919,2.5235536713528526
2.4095986044047653,8.137830276843983,1.8928283156115386,1.6952765317049636,1.4561582159529334,2.224859084707251
1.6121074319898574,10.498876334422842,2.064842582939894,1.0883504943973499,2.375231448071992,3.222200814966707
2.6429276250668416,8.139229661141043,1.1794602785496748,1.0017144779682483,1.4849494573272284,2.2806939971847937
2.1616743201974007,10.827820692267474,2.562620717033245,1.339514112506361,2.51153957255187,2.7542986493744697
1.4683362154819606,9.389296571676901,2.817845656824212,2.9523996638343806,1.5533387281299629,2.697275213164239
1.8370467307145963,11.156888779384825,2.3010991998021897,1.4382247703349698,2.1347425393257353,3.0833152603270197
2.8072818797057146,10.068416451755155,1.0030367182024922,1.2541297005023693,2.4384139945368357,2.53474041916857
2.390480928485099,8.793625532013657,1.407655604733954,2.988215763653014,2.4884883656173704,2.4345732320018234
1.828168734015806,10.260669455053987,2.34742373206076,2.3760172466448646,2.4182159565293304,2.892778296313105
2.171126246860145,8.580792053262503,2.9877333597665316,2.127389318990515,1.3233794854009653,2.145693037024693
1.0652215441476272,8.225214280038808,1.8494514617744142,2.492919110509895,1.7840884090375948,3.2015744420109167
1.5182091914105897,9.636079645102704,1.5006137744129253,2.662655497695303,2.796122878914628,3.213062240331377
2.061202676192375,9.341229286260976,2.6432413376753114,2.250077980979616,1.7096918963965744,2.468081821023619
2.5391847621683903,11.630104759521387,1.0401236387801358,2.396836828445359,2.488973704169144,2.8631129213346496
1.5325175781677083,9.342028858427796,2.5658413240502753,2.091081847157464,1.7065411748578712,2.8642487083083323
2.001486527121478,10.20474917084018,2.6192313946526293,1.0792421190420176,2.451417110283937,2.74435791109567
1.6620451715189297,9.550394113262932,1.2759132405587694,1.1322520064961838,2.0880738616148866,3.138557913000311
2.82489203026239,10.591492197014563,2.7516455660866566,1.5305841394721833,1.5019637985255168,2.328177771644506
1.4973764079320064,9.003988999844163,2.7809973674070685,1.8507735188679757,2.25001288441109,2.830210445639473
2.8870113803222686,9.68347895751319,2.8303453493630206,2.3717069846629313,2.847410447336024,2.1597045993164645
2.0309627632725613,11.578594392744948,1.7816906293584114,1.6864824261376532,2.3564748725780214,3.0859960203197163
2.3098226912989235,11.278772817010088,1.6419910307223358,1.6464424067290089,2.3720912057989136,2.8729562384404845
1.3693255252059036,9.7332155745348,1.2751734724255148,2.8545937704361455,2.5604444038121477,3.419165679872776
1.4389773279322027,10.368420615034362,2.9068891996826642,2.380687836144263,2.313043998355358,3.139905208766758
2.4653538951519396,8.364579094516142,1.9968372275252482,2.0557058072139918,2.124269159634823,2.238683519358963
2.2098239016039365,11.294000663056494,2.6325873682602197,2.922035365388891,2.674917299981385,2.7558383519336385
2.9260754290646065,10.429381310175273,2.6807089314352006,1.9949877174164063,1.9991696484519068,2.2759574040513266
1.2049896489677034,10.402304136541318,1.6868782060546648,1.6684014885629928,1.8205606992785215,3.7265489340408813
1.3760242793070692,11.644799308522854,1.4977928263420204,1.1625577273725336,1.3246867250353838,3.7870204944158807
1.9021827843143726,9.056985728816539,1.398505152199197,1.4511899139075526,2.8849669252402963,2.8253102361750257
2.7501461910668805,9.443869437389477,1.7285936035037146,2.034017035327699,1.5312455365635225,2.31894697590817
2.8525402787774974,11.346822270890119,2.245991995322538,2.9762843785382618,1.7015747945187176,2.4504824351364185
1.9730963574247702,10.25417530593054,2.960159999085149,2.9579103115169456,2.044656810183657,2.6183781237895665
1.1025646137269705,10.917899451124985,1.6370354876098623,1.36313568612829,1.2437916989390643,3.980829964994776
2.248997338203271,10.192831671805024,1.9241384580583458,1.035486257752303,1.9488680274612136,2.70137223736117
1.4038788127758588,8.161753924007268,1.4989359304177776,1.424485058489606,1.5806910938236904,3.0132957128905122
1.7741488070607274,9.460158293776157,2.4366007384330692,2.252804792110883,1.882214253685543,2.731765254245832
1.2579363023348324,11.428477305612848,1.0855949768277438,2.115831610560509,1.355389763822705,3.860598624637038
2.1607502284686784,11.721723354634584,1.378452753561269,2.776172992977341,1.093664450135886,2.8624571166314174
2.377944666049288,10.80262253077857,2.9201982154178596,2.61258609669265,1.1699697764943424,2.3974515533761718
1.3354366257223478,9.456302756165906,1.463768206303005,1.5113054929244636,1.7912248595865228,3.4015804835503496
1.1390374423366452,8.763067539358978,2.2130970878077103,2.1344940340305882,1.0850483748358462,2.918586130503793
1.8198781557908268,10.2458270225179,1.4920493297256632,2.683589512592351,2.2776478213148965,3.0333191740909284
1.7662256075089577,9.296895650493251,1.872534720951309,1.3289883869494281,2.743587960936466,2.886489116860935
2.1332137757239122,10.09871838329634,2.3922331806431476,1.3820387690268114,1.769049704516421,2.662914830095492
1.2228624485617827,10.939920004600264,2.4658418571810334,1.069639287033205,1.628109728160704,3.6838534697756167
2.8488401943231763,11.051365716347487,2.1727279316450945,1.1638344853931004,2.017069648417885,2.48840084268308
1.8882929318120596,9.378138362617882,2.2207630055593266,1.6368042814075063,1.100562592571399,2.638267550783771
2.6797196071003246,9.477689858546576,2.6738148448427204,1.3738591848804627,1.4639409971148931,2.2260733333342864
1.6237212030375197,9.627270737436909,1.5847902329423986,2.63525356331316,2.747799448276731,3.0915000805847344
1.5774487782619513,11.654123736491224,1.6468565765712169,2.5874460080045147,1.7145146951889751,3.4311285407632344
1.4406206371627388,8.77286642040927,1.762935594705022,1.1729796126459788,1.9789605973470934,3.09233568198031
1.5374013894526672,11.61254394499296,1.2377026807386555,2.477080462254941,1.3469618477961778,3.4735775269100704
2.4503202978342227,10.31821215368965,1.1838650872946923,2.1767638641683362,1.730855701860693,2.6818298292921954
2.9505503448458255,10.4571577386057,1.8522316782725303,1.1832120331263745,2.771879938753038,2.4107737307585024
1.1987665884699936,8.83844724584564,2.5819182372822644,2.520392102414805,1.2973531526622424,2.7949847481719208
1.16629780748119,11.6380617572894,2.1578965829945416,2.6061643037447224,2.549134470997214,3.9355343557720794
1.1345665806870724,10.569542799956167,2.4855368248827214,2.521734839187831,2.960875581400115,3.6995783817726156
2.0534895649360796,8.527094672106122,2.0390561559926805,2.113485670619358,2.3828463718109565,2.476383644148547
2.631758354963427,8.77323928229932,2.5469758040448087,1.0816912046070266,2.0878058129205725,2.166306089398987
1.5488543503128935,11.152116773508654,1.7886003118763514,1.0723344031812196,2.507931963852942,3.4662204459267123
2.764472303657924,8.91260764629504,2.6452463383421447,1.4153853842610256,1.2124060294330465,2.0870762167227483
1.0137126824095168,11.831540518864706,1.6030612670950244,1.239334020797842,2.345742901617948,4.461905209760645
2.0448741003832396,10.401986268411829,2.0789575797931836,2.5098096728508983,2.6611508224154883,2.815610407337379
1.6920098165904809,11.662479864526144,1.11669909108452,1.5447315958992363,2.859446460631873,3.5161700081085527
1.7829365737371603,9.548024427210674,1.061281095979737,2.3536091305167073,1.0730903787504151,2.829604847336889
2.9242011476552374,8.950168841123899,1.9103892447769166,1.2232884457189381,2.1548657092161188,2.1856695820952448
2.1935773475141858,11.644454146265591,1.9458443781426853,2.6410628244677437,2.0809280121231586,2.916842529172214
2.6691674534971783,11.128656997401306,2.8262336475102408,1.8573676317366188,1.9680741427228137,2.469001574121561
1.8975823770446596,9.553812394313615,2.6751308319671105,2.6188931589640108,1.6087900115350366,2.552256668264735
2.590418053145099,10.776518708413198,2.7769308397120733,2.4037826982046737,2.817778325096989,2.463298427162342
1.9406594101699348,10.057094931223476,2.415596281210015,1.3576944257219403,2.7902632522235953,2.795047582313482
1.093040816395937,8.538659223212466,2.4362045879870493,1.71291587364856,2.08024858954969,3.255535334258445
2.2798574601796817,9.166850704315285,1.8601859558251381,1.9771841321537416,2.5059048169498688,2.5079843119332623
1.8472389261637425,9.856832276825902,1.8005083991798787,2.77409671787408,2.6032011460700515,2.8965080388695736
1.404671573485225,10.48742355698874,1.9600908841640867,2.070553523995006,2.656303032015903,3.4399779868942426
2.2059468939541627,8.772194297838341,2.370816783172665,1.6843712997026772,1.7146175855148909,2.3675795408946527
2.3241182461181813,10.162432641860471,1.539869877777116,2.0521495560636973,2.9755871611257563,2.707769728050916
2.9425391953989806,8.736972813621794,2.7701551034083893,1.8310871949479732,1.06972097712148,1.9279925606237067
1.8414075198296336,10.206492815896624,2.4639917497699715,1.302759831236922,1.764722472825511,2.872038820520514
2.815852234114335,11.55897999113598,2.6849561116941443,1.3651974765568684,2.3072490967009225,2.5017492426862584
2.3821128200217743,9.19522148605266,2.4377454093057587,2.0357004746055956,2.646963026899241,2.3599324596667417
2.3019259568955865,9.609481541963758,1.7677863375408012,2.5713300499771705,2.9641411116731744,2.5828559620109215
1.5931400727793747,10.573485745054791,2.3170007797052206,1.972562834280527,1.4903223802240047,3.1104367343800496
2.2818022652783627,11.801621472056308,2.215793801228272,1.282914132487174,1.7510149711215546,2.880777514708548
1.4199606865969172,11.192814855266185,1.4089967706693272,1.7063549534318534,2.326609086068328,3.6760897139126487
2.162149171509191,10.340056444316305,1.8587206250630475,2.514698837752648,2.6243117562688827,2.7656590464764252
2.3574916855044803,10.126040528264088,1.591236797937983,1.1806538098010666,1.3510952678763197,2.665180016675682
1.0236748244192442,9.91470139050578,2.099133149665216,2.8195539438216013,2.217148476039842,3.704907801504485
1.1154361666578512,9.06542425369235,2.4663871243205455,2.0390092441038288,2.2667246492190327,3.34392777693788
1.784820978803804,10.726321580570726,1.4843597596114841,1.584631213480521,2.9274773238175382,3.2037791393935504
1.9987901669270431,10.22780199747877,1.6214930613564493,2.186726002974858,2.896286747239456,2.910126375210546
2.116171437933047,9.307887871343157,2.26880870096248,2.6919627523193093,2.464384570088746,2.527093716116807
2.0959825726426637,9.618844666511878,1.0057778160021704,1.722060563202997,1.9727916939477181,2.8364061181928264
2.4368613524866145,9.590824975935094,1.322934280221027,1.8114642251251012,2.5794459842343813,2.5889451907117795
1.1068301534562643,8.961913649182998,1.7139631378352653,2.7697754756457056,2.3494678482374924,3.458657784333574
2.8925653678189462,9.083008750083122,2.660364409887151,1.1026001302197153,1.0876351359745606,2.0779713528319075
2.852643087491013,9.777215916794027,2.4105084243243318,2.8320483493398916,1.6211216718305175,2.1885592233756075
1.7972433235822036,8.381121026258615,2.502643225084959,2.7759385353626764,1.0572295590474445,2.0993575466364276
2.459325828200071,10.106626000990902,1.9036667674373413,2.603109658052201,1.6456377364585637,2.501439962373865
2.383826810861011,10.699745073576375,2.370535310157699,1.923484087370654,2.3391865788396906,2.6208992999101928
1.237977881280062,10.424171374052142,2.9962926372509076,2.8693043338920274,2.2188364108413454,3.302860503871139
2.4402486911725507,9.632636041438609,2.481349397099639,2.519451900034069,1.4461152061574385,2.3133061510529203
2.3035207517189233,8.801354910621372,2.2576840366601214,1.7939854682873615,1.455668845180667,2.3227597592979716
2.5108086731524493,10.467081600307175,2.8403649489333,1.4536867939077176,1.1419982302055165,2.4120692184060952
1.8064283130448302,10.95020297688815,1.424510392371229,2.6356959424605986,2.315803280046789,3.1858247562853608
1.8731407484894733,9.602331272566305,1.810378693099491,1.2465882752691773,1.1380679283996695,2.8244841885834964
1.6753321286424423,9.878413305092524,2.3422758143644593,2.912362620629688,1.479078922775834,2.7595707729888868
1.1143416751070212,11.31549260751605,1.4825841111075706,1.281079076517694,2.8918102302655635,4.182090472119635
2.194317939112791,10.336674435042486,2.022365628197149,1.0952867533256743,1.299448297191954,2.725891594035281
2.3583649644717366,8.700626711899663,2.506991103555605,2.1836102631783687,2.0904447387974257,2.24862279484705
2.9833848045399547,10.760680343095899,2.820747670161107,2.7951760537769337,1.5881805173884136,2.2304150689027615
1.6551328093173285,8.917278692243492,1.6095866014877531,2.5767065494994017,1.023313358533072,2.552624890226862
2.3540269138842085,11.22433844811028,2.688367752201172,1.7650283909475613,1.081836970508629,2.6022835392295813
1.55090354802637,10.90954765895223,2.1394600283968614,1.604506567503017,1.373584704450174,3.2775543809525307
2.373180955681933,8.331574609947634,2.8951799340515723,1.0530693614425661,1.9613987713491565,2.1284602990087698
2.7972337010477517,11.260370040223656,2.1239544000466024,2.233353927916349,2.963422361174374,2.541628624441737
2.3859909537212403,8.410089094785116,1.1098974559278674,2.241067076796034,2.0317738427853342,2.430124110992113
1.4004972777019844,10.824746058560217,1.6787787978212239,1.0003137574941434,2.29144046834912,3.6005371162232405
2.734184156209225,10.47714785154221,2.732381051755743,2.9864886852735526,2.3972630148947394,2.3361368804339584
2.638440864022977,10.285992636157728,1.8036272182909248,2.998421634696121,1.2861854989723442,2.3767904924214274
2.534556783241256,11.671974882405795,1.624315346714374,2.536955811834984,2.7477213811356993,2.7921017379982747
1.3986068230787818,10.879399834332506,1.2453689288068144,2.9927932969462985,2.938236982114341,3.6395369317657384
1.3692982546277859,10.727715594881428,1.6591281694960776,1.910980386976127,1.479275901206109,3.515044966826527
2.1822023560594053,11.48485578085004,2.99081300553019,2.683197084478472,2.6823488859559026,2.7522185251784976
2.4417047532359986,9.714270815857045,2.2717885025297404,1.2160339608592012,1.7089043970513185,2.451775785503886
2.0810621250354018,11.220547919503938,2.2127362215426833,2.9844063021626264,1.3455848906323338,2.7424587501126267
2.6072914566850374,11.887605275260555,2.8497265439523427,1.6885558806476122,1.1728598248952196,2.5744651185799676
1.1581612060806554,10.268030466355857,2.132037630912773,2.57537435180053,2.470610308378009,3.6386472022128395
1.1436954511764084,10.502139210863326,1.3110148039099168,2.188589297877257,2.630771218341714,3.9425338830889154
2.791067440150333,10.765895306155983,2.575592364454443,1.8037378483488635,2.9255702496433065,2.4124973320613616
2.8045431856619527,11.603833410763553,2.756442882024565,2.7128816900611907,1.8464189422112032,2.4565969741426086
2.49918064864729,9.068655850568373,2.166985371226064,1.707847678722832,1.6718151242388717,2.3143175607763338
1.9069653715626749,10.64242256450193,1.791709986574789,2.619768829349205,2.5799296398936287,2.999827213174054
2.1113667402674454,11.909337954676879,1.9996280923482115,1.5446671137320849,2.181313510249299,3.045409909421651
1.3500707167864145,11.332081186841481,1.4802998599648605,1.1995652001510897,2.372866718341921,3.801875088676367
1.727162086989636,9.832450701002912,2.9602742599373792,1.5523733965648843,1.405294490711923,2.747490206950068
1.0553971401045243,11.68390090128347,2.559803644575692,2.0156591883619166,2.0637619800981515,4.053880276076562
2.232503378359212,10.88460623313296,2.8918928418117877,2.274489277726752,1.9811381146990996,2.6259966377885755
1.735551426825627,11.812049266337088,1.9944739099778301,2.793229755297255,2.2063146462485816,3.2835014158474913
2.883701751242035,9.00220648105413,2.81890696524054,1.557905084613009,1.8131990749237519,2.049309883711586
1.732927993955656,10.985761832653374,1.084354206299666,2.690358487110267,2.9212559428999136,3.338403419846091
2.302614595945922,11.556449293676756,2.2604947054544486,2.2935444437418253,1.9469311888527219,2.7950885138232544
1.16150029326598,10.740452060065762,1.6959050346987588,2.1202568366223846,1.0452949764585906,3.5389517880233488
1.649129135501545,11.752030141134028,2.214591673467514,2.3498473423713904,1.0001269885472193,3.088171994404247
1.0333698661262003,11.145370441013537,1.5690406833837096,1.6444406971500614,1.5458512301397023,4.1802464778487645
2.9249589587000475,9.85876162759462,1.2213925628268965,1.708784822343116,1.3745270279302035,2.3927662082047467
2.928703983157808,10.57865267219336,1.8048225360701953,1.06351905411399,1.5398077682730522,2.4363899369588586
1.5845899093588125,11.712122670549881,1.245633449542192,1.661411697509245,1.8139170026446414,3.588347409193513
1.0857601013343183,11.05398483596422,1.5324038926168728,1.6536581353764583,2.985009999198103,4.156763104553941
2.881818802076628,9.177804707711793,2.72120129942361,2.6842859665151044,2.140307441282805,2.0715998790574512
2.112976955670604,9.20722770831556,2.162329965948036,1.903416914146124,1.215106105866076,2.473583653612832
2.4719797330002837,10.310560834049749,1.8590434832112424,2.780494707928134,1.6270260961565708,2.521888610782304
1.0926850069551908,9.890901825932774,2.862712244261905,2.263713574420504,2.532341031416409,3.4921041444209218
1.2122801105134617,11.268810754843196,1.254728519156151,2.6416711472766723,2.8752986737142394,3.9933329475543102
2.7355600799720072,9.960243406294955,2.8495097864888392,2.9169106997226044,1.576281856801887,2.1774160405821643
1.4469467242499179,9.38834690117852,2.2811144596489124,2.055553984048215,1.3713745750132442,2.95815220002539
2.111764342997742,9.491871304366622,1.1139746668586865,2.657713935493226,1.2653607819062314,2.6353881329798834
1.5317941249436742,9.526657709748289,1.1055155957631393,1.62196647496687,1.3802486982621003,3.2259271765661657
1.454410988146482,11.743500815079935,1.6808989819205942,2.3866452025315583,1.719585413806066,3.5953722510334116
1.8956919495490796,9.911952430086485,2.637480037525928,2.523196245869139,2.719905711195226,2.726768559153199
2.915781230094003,11.02996861203239,1.9688527609556585,1.560499441322615,1.5583336007970274,2.4692658391980884
1.8908263834939198,8.796547674665321,2.9407129688898763,1.2849583229744432,2.8011908182838665,2.476910661886743
1.2823188791878557,10.020000273206447,2.206710340780546,1.8279860489945263,2.84590714990058,3.4547477535682565
1.9957628504641913,9.622428217677971,2.936623779472703,1.8081790344030413,1.5665407652775654,2.522996250612961
2.399258840742446,11.044648048281513,2.3149989401951894,2.9035057195410134,1.1187656777886166,2.4712106346366722
1.408948978149928,11.700635115340816,1.4087301692312781,1.0997628984625647,2.538633463798651,3.8098291766332655
1.2838610531635206,9.988726907907276,2.903041577397481,1.643565049632379,1.3137795677973476,3.1762544591367243
2.4919999061884988,10.213844769292932,1.0185114125273433,2.5944326082606888,1.483434635914719,2.624372454753954
2.9651613066989437,10.799622424356416,2.9117719096398726,2.4012171858537537,1.424537088873587,2.2354397508534127
1.81255817632937,9.949649896001029,1.3353331083421365,1.8940101577079944,2.0855657938693577,3.042057479501335
1.5052424693568363,10.542196936156373,2.0801189052786766,1.984839507241809,2.7735715594886363,3.3192542265124514
2.617564620925066,8.568876410781892,1.634616332502462,2.669823702192378,2.3945731945639634,2.262039150246458
1.4327285666057277,8.165082135340707,1.176108056619745,1.6215197499356138,1.2782914286782048,2.9953764520369233
2.084215994786428,8.523862501932,1.6269848610791724,1.8059425457041038,1.6727419134823893,2.519895128062505
2.123105070925387,11.322005507931753,1.9490611112902294,2.606154637590615,2.6896238822861624,2.936183820540409
2.5976311772395997,11.067041887952046,1.1282848028199688,2.2358105695204724,2.9717165520742075,2.7510509732540283
2.7382138115441155,8.818078820463473,2.423520862327788,2.1315044153811646,2.146499485069337,2.1305140273100234
1.471115525270153,9.372773680382384,2.8644802957383098,2.0311802829554937,2.1193531471532845,2.9023586242469617
1.2823301670815777,10.410801812642806,2.9777999637911314,1.997584600774644,1.608243102789608,3.2641592374360724
1.0563511291386343,11.816571264767642,2.8277921932478227,1.3973600494669647,2.67843440180496,4.0956842226174395
1.9052488412294215,9.264955789058163,2.82651014557793,1.5334476608054932,2.688934389969557,2.582449831701444
1.597736845728028,9.222601388994638,2.1741554056008248,2.8332835242018906,1.4504614696780547,2.7070882134494423
2.34359582218878,8.784194006143435,1.1153206513794092,1.075552377846123,2.5343434889490064,2.5518118791018805
2.683644446290705,9.036053296643022,2.843605351913336,2.0486596861014164,1.0615565704874619,2.024307216870122
1.4469748986338797,9.652179864857874,1.2593887411576927,1.1707077835924762,1.4496897815781884,3.3599091066687525
2.6109518702986305,8.911397140795513,2.174432277944215,1.1355589407305258,2.802223392079018,2.266374698204215
1.3349020150119475,8.416309321383567,1.508150375273935,1.5027725671114054,1.0656925627013676,3.0387769040061925
2.423267529558771,10.921459589486645,1.6910884320118806,1.1474002769779374,2.859783830391872,2.7551236853641665
2.3393496212787337,11.533056597495777,1.4218074526841589,1.8822427033005196,2.537323519390529,2.923001818911417
1.3932209624088094,8.331250988184221,2.0193508681553833,1.8453858311740317,1.2742450967298804,2.824954049733368
2.9508259072666734,9.442668506611152,1.4657630622564408,2.3172916980199663,1.951051618030068,2.2900981913102187
