epsilon,E,L,m,Z1,Z2,q,target
1.7804196100755225,1.7675619773659155,2.3047101543700568,2.7992886918744766,1.7464037616544024,2.4713374365563263,1.5395223029611576,1.0969075662394419
2.0108069590204853,1.9134138131555027,1.8339243365222033,2.9560165864848047,1.0352677917567716,2.4022269351941254,1.3580258574439241,1.3553202987373731
1.155377720158472,1.5086786608573326,1.1566927865318848,2.9542976080341194,2.3467526550815645,1.6299217936798542,1.626506689467843,1.00886775324857
1.3103025245478959,1.9738707001478135,2.032104972969252,1.1882434092038787,2.693081689678631,2.814980238157461,2.7386631103020163,1.003636265860173
2.265638771034152,1.5785867324355982,2.0943465653244226,1.7859774655346312,2.1452683618976245,2.7061913725089934,1.8542744653691543,1.0487566862953575
1.954326504268981,2.1741448392829295,2.6151185398959815,1.95713383021963,1.328536402382437,1.4321702670682832,2.506182271039907,1.1858914909162328
1.0245435947472141,1.0037219848748038,1.1995991526972127,2.3653478874072125,1.9254402842777365,2.077744479445869,1.0853593686682472,1.0284562281251408
2.6298422722533448,2.7232692129797083,1.0373948872912802,1.7856744002596614,1.9968138602446703,2.5953657323377763,2.660834410911397,1.0083960084977273
2.2750777148569727,2.4796255788834456,1.7132897731780885,2.451275822019876,1.234626787147828,2.055136807333084,1.8641754130267725,1.1812479237008902
2.0190884133678098,2.6206013083209507,2.3180776924351942,1.6980966083572842,1.5713933542006422,1.6760104056515166,1.3700086387956172,1.9408918079275967
2.012237923578428,2.192204439179017,2.437254858786038,1.2844075085151863,1.665673940909015,2.74012581397688,1.9141212815965591,1.137369511352494
1.2904530026493062,1.5776347177511756,2.960218592390161,1.525703142065456,1.3960574162747554,2.6896106732059084,2.527188239519766,1.0259026395356468
1.5247800647293803,1.875951351751859,1.3043605319707487,2.9357947176495385,1.7616178045571929,1.0429538068417514,1.980030758870917,1.0475831049194126
1.2159105529831047,2.3047002499428553,2.9208028086408158,2.397521532719674,1.6897860649615277,2.474117281845097,2.6435596752744273,1.0141041605739332
1.4427707188230214,1.1901763228933606,2.017861777435604,1.076857244696272,2.7666128943946813,1.1407067694407729,1.6495388577813357,1.1198558592591736
2.9211918696600296,2.9572466974892815,2.026499886222851,1.1553009328551351,1.4589270385908562,1.1981164858612838,2.277329431896604,1.7841152234101014
2.6961195413494363,1.1640004908632675,2.785134806287849,1.866939651610755,2.1890259858543955,2.563888016917446,2.2709927082038597,1.041114345011534
1.6684511501481913,1.698914030123804,1.3473367614730039,1.5639113338686719,2.4571198814916553,1.2424146716440962,1.9714679313337136,1.0382616717029867
1.9128556003832304,2.4925359169646484,2.582976157191279,2.308595651921162,2.612473135757233,2.3933947288474133,2.762336974923893,1.0115124310268935
2.763335738438167,2.637417083846813,1.4332305890095862,2.1631711060495986,2.6799387288976315,2.149783586354938,1.7688390424950153,1.0572195274060399
1.8463174980958739,2.5169077836287794,2.688629771937957,2.436330950359739,2.746291916038384,2.0982295985392376,1.7752109934058455,1.0744282895941675
1.4600160272406237,1.225520208848306,1.8040942885325488,2.8235782878618343,2.483416986713329,1.0205579566187981,2.533717280543404,1.0113109187622857
2.720096376180795,1.2411226414143783,1.1417229389208419,2.0907045925734815,2.195025365517072,1.6524569991810758,1.3992902587343796,1.107711064779565
2.5334419899903393,2.8836394815163677,2.510233620384983,2.2652632655362828,1.4824764310366683,2.9741576598609045,1.675595071699748,1.2930304794847995
1.2697257776881383,1.7681097943331627,2.05609829731034,1.3480241407959728,1.004970236857881,1.1848176510390338,2.20105448914389,1.2398788908007448
1.228862047673458,1.4521610747248659,2.7277673019457933,1.930390811975572,2.445763972293646,1.0597941335370495,2.6807498110144743,1.0240711821922412
1.0071429373438996,2.26269533731183,1.977237171200182,2.339087205830145,1.0085052744477114,1.1028457387521833,2.9986696931954557,1.0376427180699612
2.3170261634833165,2.7132102665688302,1.2183392853290071,1.8655315913940063,1.1851824365465988,2.410633907887716,1.380995843030531,1.3344439468612128
1.796377278038614,1.6655884700108607,1.2381082572582187,2.921209376012017,2.3744531067864987,2.8037754029903015,1.8990192093158098,1.0048812117447643
1.9894549506427164,1.3649802112241565,2.291689094922771,2.219772480476794,2.716506358732435,1.1759103312201757,1.548767074169788,1.1980921706488539
1.5277719869179753,1.2151272278499297,1.642148846133372,1.222288308815811,2.8448142694810192,2.645729883143342,2.371618224711921,1.0034854276304626
1.8464613761373023,2.186111006767182,1.0250338238411054,2.3320385084689637,2.5736217729853874,1.892567054799589,2.084262538432771,1.0074726049413303
1.855887168812551,1.854245081293085,2.6017428834362333,1.8791995536558204,2.239154171922696,1.2497614070620628,2.5293199730651486,1.0693713862624794
1.0747346113668634,2.219298247986803,2.264303123721585,2.391253477377269,2.381632352657455,1.4541982982217367,1.3069217563612197,1.146351049401052
2.3672628203014994,1.2136762036463782,1.2027971471637222,1.7522717981578704,2.7863460929594144,2.248500463663114,1.455971466837065,1.0313442603079588
1.8326973487697726,2.4991276227475567,2.131248541191839,1.1458111244413962,1.69266086615401,1.3148292472780623,1.2657455743427897,2.49693573686906
2.9056730788371206,2.4553903390275655,1.7814888977524814,2.0419120347954225,2.954558175639179,1.2685503083015155,2.0115212872111536,1.131460975353824
2.1532689698636687,2.5412921073351904,2.5163284135605855,1.531986636385743,2.5701587489272173,2.2704822509646814,1.9221085329450913,1.0997966203335052
1.5007524788050202,1.0430505583630683,1.1033398010911746,1.3567698295270594,1.3362778180264636,1.3183063427702886,1.1403720580472778,1.3428532897978507
1.9425191276744043,1.6535217769359463,1.7942199668169678,2.9594274206450195,2.279384285194206,1.309740375342246,2.1518138328967806,1.0349095917296716
1.8910136997796718,2.604350863791195,1.548652641445721,1.5981080107327221,2.211115138104648,1.1736939162839737,1.1486844064940696,1.8395340872430073
2.8505581259707684,2.5110047841069654,2.2798823119943523,1.4416357670252202,2.8687002192949382,2.2458322401439226,2.7331742582704948,1.031271196121158
1.4441645345047653,2.1206820223383067,1.624038462268257,1.8309406002895683,1.2492068909661187,2.5976020728188502,2.2927315680178344,1.0216631517602959
1.9492527515644373,1.419571590547446,2.5332427074095722,1.7724905118778291,1.4805963032250846,2.2347303218271293,1.3976429738317242,1.3910219829503725
1.0310332368977482,2.695377372289963,1.540404066484607,1.325382558877868,1.819798203414459,1.9517902946486205,1.3047459616866572,1.131641317339757
2.5910198841497736,1.272120685678566,1.5794172705151348,1.387512966880602,1.3269346226596848,1.7278338988190218,2.1249666913240395,1.134245751715814
1.9684607306381747,2.792981672300543,2.7103177797073226,2.0601921355090944,1.7450410567469448,1.5403929062930217,1.1301714094011712,2.747153950226546
1.0118938122282435,2.4505492159914017,1.7400231649677527,2.3591920452684674,1.2868484738047006,2.6530804994616135,1.1752436573273433,1.135618534234322
2.3339551440161816,1.4647928322924484,1.9854788406339001,2.1026474670760398,1.3810493802649484,1.823713635890311,2.763356752064138,1.039656887646728
2.9867930986982154,2.0015886966787386,2.9782295321894074,2.849075402420488,2.804814314843677,1.5083316718976783,1.6905571362968523,1.3268429263260981
1.9544868516647953,2.6892847471985144,1.2245282359403755,2.51550864608208,2.897782001423087,2.151077303679916,1.2812309968110733,1.0568701027689216
1.4921331664131594,1.7537184527253964,1.4427292576848751,1.9421917288289152,1.923936151562142,2.5578763917974037,1.161496468873966,1.0908144840398823
2.507505254472311,1.1626007720056986,2.2537646749943177,1.5892906545207077,1.9763909548514118,1.7645908909770942,2.9466400620057467,1.025162632137805
1.8955414849230585,1.3586218713625962,1.9348200502435733,2.782255505811929,1.6551544514466743,1.9135468906349888,2.968842270451009,1.0083931855335695
2.123410637072654,2.8456334688999525,2.2461332250930752,1.4871319261084068,2.059125449350754,1.5771853307719739,1.6893142672753592,1.4189800158805568
1.8513962061519789,1.391391933562549,2.90850891387094,1.7531641074843742,2.4488800961842125,1.4288783800287805,1.2949827788649448,1.5286076567070876
2.9921105593452078,2.4924577133210812,2.822954387011084,2.1618235245284154,1.887432082840341,2.9787309517055567,1.2004806992368657,1.8724216116224295
1.693967997759246,2.4436185574821154,2.6008030866945555,2.6749684455829534,2.7483821088966343,1.4939075854330974,2.2206071401314826,1.042359352903948
2.622184179127741,2.580427217787321,1.4780219540643162,2.536649576421569,1.5613101823278372,1.2063961786827733,2.9888852707235154,1.0525839364251042
1.2864521165113671,1.4338198219812734,2.773162424566661,1.45791817640347,2.177170490300572,2.677288739510194,2.1999224178478745,1.0156069729017916
2.133832941576503,1.002261355295612,2.601033555304192,1.5177500936540733,1.5873964347036758,2.1353009823238986,2.2379282593533363,1.0682567127191618
2.6569403526336925,2.026483195948062,2.500115592746223,2.2110694103902953,2.6641147248443127,2.7203751044461906,2.480711118019988,1.020128307440853
2.5362519179726153,2.3796619795214213,1.7961411070473918,2.5928279469765396,2.5651190519614673,1.4505565039980268,2.4534586768937885,1.0372725218371521
1.8154019276549338,2.4930036545971515,1.254591151003498,2.7460673628818837,2.905814445191059,2.4753553418370897,2.0478808325211957,1.005161937148216
1.2576067309745824,2.247837966590683,1.8859701919783436,2.206847664225096,1.5199014853103485,1.127584281807028,2.2002026074416676,1.0800441928957014
2.2935430552921723,1.1477778566559214,2.9702751324210075,2.2509822307968683,2.699301469040889,2.0192513300198307,2.715667905799486,1.0145397489140073
2.1125272486787363,1.1045310270226079,1.3204190487824967,2.953616391290537,2.2402673253839325,1.253210657764123,2.715185402974127,1.0067692224483409
1.517451748954393,1.5819452965345033,2.2519925940239913,1.5591896296893633,1.6704290370835513,2.3193826814967275,1.7454183642411816,1.081708503183577
2.3011481464090893,2.492128267722218,1.5760744162417912,1.898272721421592,2.8116628793924985,1.4311647219188088,2.8735203774068534,1.015521513779721
1.1071249977042597,1.832602887585163,1.5489750112325331,2.165670746733235,2.1168387561855897,1.179951099749088,2.105989849076145,1.0200766638572056
2.610680286677955,1.0706123415740803,1.8698192102352562,1.8452079946865036,2.229447749765127,1.3596121637300247,1.1255585637932215,1.6956145655701604
2.778666022082622,1.4350744115546425,1.6174768243341067,2.3078519707801473,1.89939612537188,2.952216495032741,2.9275166718641112,1.0054239303033914
1.1556695644732846,2.9724186973790356,2.3007458643577836,1.7512829130014766,2.399298353532152,2.2687309463873087,1.9406044234394917,1.0281581382722826
2.4481985379648172,1.3575212677371604,1.9318529587956534,1.8714670946011163,1.5518166392253254,1.076106025091264,1.9854270660418918,1.322463303296573
2.196349813301851,2.7458980467296543,2.789813978200348,2.1873127566926875,1.8525596701554945,2.3449123863209707,2.0832118108251594,1.1248252503343286
1.2903298852052298,2.692561033876574,2.8961100251967147,1.4963195893303973,2.01768380287773,1.66377723254964,1.7937595886905238,1.1961495822509218
1.2501727723141514,2.4633173619349855,2.19908615991883,2.968433945519682,1.439072938430893,2.9065597245081722,2.7882566209438693,1.0059139840228601
2.5125070049885716,1.5831128925093907,2.0000190617060327,2.2746483097123593,1.9544828540701138,2.5265426056977853,2.00969397787689,1.0432466969181202
1.772196327455576,1.4074396078728393,2.965557832921163,2.713115921919513,2.520294192044082,2.1518621665878213,2.4998099925461736,1.0123980848143084
2.5436277651757893,2.0389697282119412,1.4789952618515614,1.0577225599523403,1.9762567487096285,1.2003435558243936,1.8165889450116792,1.3749181822759118
2.3851121918488225,2.1023172624131012,2.658866933857599,2.793915892182215,2.0341106336899086,2.88895669236636,1.9064465046944314,1.0642730508748053
1.6605638163889351,2.094872187079984,2.165860791627598,1.9916156811208992,1.2166337025802891,1.2824630154819756,1.7008329149315897,1.5282889334204337
2.2701770605193436,2.759406516912839,1.2738854443627887,2.0521847893552296,2.0266035187415135,1.2946074796054425,2.811652136873629,1.0258078027018216
1.8056891152903345,2.286831788989004,2.3147553447170957,2.7392463331367596,1.1466903948120153,1.6356110502530201,1.7720171711880888,1.3568410864101965
2.048943664237785,2.6519194922004523,2.4245552606079652,1.4791695553990207,2.3206160812135534,2.607038023821838,2.0175411379788386,1.070475091714194
1.9616941383541402,2.9755912591378495,2.0671603843072726,1.2225181662521478,2.8376880497022445,2.772560322205644,1.5517354208586445,1.105914668130265
1.0484131161324788,2.0447569816632623,2.1705879319980284,2.006918960772327,1.4532091092017667,2.6485489178369264,1.3723906910323544,1.095813269123685
2.8405805746390245,1.060977042944474,1.381317855234158,2.515579757655975,2.5734962584120478,1.0860908854306102,2.85478049105067,1.0124367478007759
1.8650233234027642,1.0993245390551922,1.5734924713611294,1.167161788695256,1.864351142942946,1.0408308224734384,2.397798427139221,1.0631714733639783
1.3272414167415463,1.5536169251632226,2.694891140523728,2.615404746932938,2.969923280899451,1.7773088320411663,1.372218364488437,1.0741758602957285
2.9058288919667574,1.1166441824326216,1.0521595326798434,1.4280653239603749,1.8999000866363687,1.2791095980566602,1.6846692795017006,1.1433727519853227
2.434247372022652,1.0097568216655561,1.4669087371147622,1.8731321278255257,1.5367377602080323,1.370667714832002,2.066298405108622,1.0816525390670064
1.876278432333906,2.1593685711160733,1.3119915497692303,2.5660863620185737,2.3230077195143526,1.7280214869061994,1.2233955120002769,1.1324914171158196
2.5321122755439145,1.0213129009427933,1.6821696622182596,2.6130461429859064,1.4961790201510234,2.0352430852437333,2.0290147136244654,1.0441463474118187
1.555318705844081,2.343332921393218,2.740238847055032,1.5220310194996785,1.2809900019199767,2.7873861157559467,1.879307077612617,1.1626287763378473
2.5735214911624738,2.6529941229061484,2.209883119906001,1.0785541045602207,1.4981923354292035,2.3497216101943685,2.0256641883213184,1.3276188785498888
1.3077822460482924,2.1416060781573467,2.1737553088004447,2.6628631364626134,2.306854283169897,2.301447283131425,1.5884355322583172,1.0355878954458702
2.6140793809223064,1.918923921112314,2.4392074882670567,1.322695039693498,2.486307871989163,1.2274459576408958,1.0129155027999572,3.6100544307195452
2.381722694817336,1.2888490786005455,1.27432644586744,2.262053865425442,1.521236122272355,1.967123105411714,2.380977447709024,1.0180741678943317
2.003467475631249,1.5879042661633558,1.913815786170736,2.4760506274955496,2.3285744462790205,2.2850246367773797,1.620342143816662,1.0471966471802254
1.5557679984291277,2.7306386996568093,1.9525454484801323,2.724264144512888,2.922920289573648,2.0686547764767416,1.7215656278046831,1.0283974678488799
1.2342511716055145,2.6192727374120715,1.8655495850334587,2.582049997586152,1.3107572617940315,2.563700557896237,1.1876336150687357,1.2160608193622555
1.1834453726323488,1.7631477529500283,1.8605616388481778,2.8680989692302408,2.8133608765535403,2.521942329298941,1.9602923063239315,1.004001350411291
1.4239409806237158,1.0016527933436141,2.094845583257698,2.095401179368528,1.1725106875837168,1.81202751990529,1.9585489316147846,1.0621091345476812
1.2885853915475072,1.8821890283036056,2.3532954335619856,2.6319852158280366,1.4002780615741868,2.4090885047798567,2.561631227306042,1.0133313255108416
1.8473422398227815,2.448969807515004,2.1100630159009173,1.4855563604582505,2.945713344862259,1.3725034205934623,2.1897736960046226,1.0645620268909233
2.281574962303192,1.6119175658392366,2.799565572565244,1.759667248272328,2.315058591921523,2.8585494512922356,2.711003722287385,1.0156760435961043
1.7181137490373988,2.774942799743383,2.275131985310117,2.8258561787472685,2.5572110148429674,2.3328295256228513,1.527371069057409,1.0746830185152692
1.4811129431674013,2.44891844691698,2.6176647865378637,1.631310627010485,1.516522741104856,1.490220868842195,2.1536694223650246,1.1877416895304076
1.1026848636209667,1.4382751404257632,1.6099046313590346,2.331205699905703,1.2816488297485291,1.122371358101717,1.601124424167052,1.1339952721281723
1.1005033321518334,1.0431721045285183,2.4818048117281437,2.953377297064092,1.6863585727124462,2.2865671856772156,1.1665090851359976,1.091517310451092
1.8818001508094173,1.2115314324616662,2.638514158483477,1.4790939009036392,1.9177563268815514,1.4293764172867225,2.7478594208773552,1.0460739398869727
2.9724555624962914,1.9006942185072766,2.9267667949040934,2.44678381273023,2.928645743196988,1.4282024401876483,2.7431163835443257,1.0576878013575388
2.87826795206153,2.3650892722886043,1.940340618174798,1.7144211256611126,2.752540449593637,2.011371847549375,2.554117360799834,1.0324594369030176
1.9134551562620536,1.0746440484524822,1.4284439852133881,2.8934368045233985,1.879016225665595,1.9751957352753111,2.12347253887425,1.0098584859922604
2.656358206652536,2.8622291660107697,2.101495108473694,1.7043794638837064,1.309606050520438,1.3127943335012886,1.389975540232638,3.238248724631772
2.4589275046971215,1.662541881667616,2.9131104996396604,1.049373619125641,1.9860529337028479,1.4126361674919294,1.872513032339984,1.637102284927804
2.1560840702442996,1.996835115056732,2.3166564054178047,1.3287856177105213,2.1318571484557225,1.6128414459164626,1.4492800739696197,1.5613080457679456
1.4878999409926366,2.4304312315185275,2.376937802046286,1.8474485829493774,1.2790551216997688,2.51143922655537,2.979624805102963,1.02003068956924
2.784099108722807,1.4748605207699974,2.4545519139338077,1.4919639267909743,2.860872438196388,1.310858052733259,1.155235243805951,2.1646995840260845
2.9358175630959034,2.183244888154393,1.005335604146508,2.288374013002966,2.3806751733183393,1.643554403938766,2.8759621843116956,1.007903903549942
1.5157987368904877,2.5401083443972308,2.8080189759931984,2.509887704686216,2.6401044029325913,1.0442758416460773,1.6230897225653282,1.30197299316757
2.7658800714766176,1.7829386813907178,2.336259945035829,2.8917166478292584,1.1338335688517922,2.656805838403516,2.869754786855464,1.040990321765996
2.6593003104165414,2.207287635009841,1.8538873316782498,1.727322286664049,2.717168068627966,1.478336581555468,1.9395758462138095,1.1278412608085395
2.1454901800820965,2.372877904311946,1.2870913805464015,1.3384844293301716,2.63930402052846,1.7775827027591333,2.9092959934804465,1.0085367781792827
1.5108846759115275,1.41238127440924,1.5310010633250035,1.5784328230871298,1.837180406526999,2.7563178699545503,1.9418529728340737,1.0130463223085275
1.0042664933589225,2.448107856213978,2.751400983316535,2.701428307656319,2.5245948273627423,1.1224526770625252,1.7742890989475353,1.0834585732777817
1.1479290310223165,1.204938614203504,2.028707307483182,1.7370944428250212,1.6735598434917847,2.596046017144565,1.9150696391707103,1.01470897738855
1.6797854795404037,1.9445975501277346,2.634603681481416,1.9155528025425173,2.1012456994264497,2.2413822042655513,2.897117103048463,1.0126440773137395
1.0722853224743578,1.3586424614954757,2.567659795484158,2.506291044836959,1.3400550823005755,1.9440013179525129,1.7716015555549405,1.0596891050616544
2.76469221235802,2.960794963019266,2.974544303601036,2.0190862319207765,1.9475318571264704,1.604411963958883,2.9353765348259007,1.1285516159376683
2.590352213689809,2.5823706485365574,2.0445901710475702,1.2295386230452705,2.974704360519363,1.4202516134451684,1.2108078972115714,2.0177377710312316
2.943745115365674,1.882645419212714,2.298737533238854,1.0477063666463413,1.6585925431267163,1.2837006545470402,2.7263623369430983,1.2872636423299835
2.640401336574884,1.6885681679072055,2.548252572280892,2.8172060919088038,2.8787924778561296,1.9250848162781116,1.3097773948014957,1.2650711913233337
1.6672288428979805,2.2453127466448684,2.3306672300278706,2.941108776805468,1.934771029980175,2.730452855447443,2.0856615292943443,1.0215947795075424
1.2958618119231424,1.275529877846518,2.5790433107290487,2.1173864098321182,1.129240632491231,1.9254643408125083,1.9016003812798552,1.103488943803298
2.8146778313169554,1.3718000025810526,2.5040745602185828,2.8510921593326994,1.7398464564506786,2.79666675729857,1.6715243826963455,1.1218943377300234
1.0078333095986125,1.655443705427983,2.848737159813066,2.904804074857827,2.611932704868842,2.7472567743070337,2.6389877150036174,1.0018793164085096
2.738132536648317,2.868893026874863,1.7150803335404494,2.9123881492413277,1.7435542956882661,1.6231922251644113,1.5883440529547894,1.3609860036051182
1.189660685960999,2.6350514773413387,1.864716180216186,2.18710326915562,2.4029652843558766,2.365569099357229,1.3769175700742156,1.0498092522210702
