q,r,target
3.5245973194298537,4.096932127267856,1887307155.891639
1.8496542023462603,2.719275593672971,2248198803.200086
1.062518195579535,3.4977115529275657,780582861.0271006
1.2542280258997667,1.0335829318370582,10552040790.0467
1.2808213699987,1.575866913226732,4635537608.830881
1.123135690175666,2.9504864193994225,1159566357.022055
4.11991553089654,3.709393837221179,2691119840.289452
2.8259220436987706,2.1113237775290763,5697720196.1019125
3.3702901086247605,1.5639494060781987,12384329692.102598
1.6132204300386372,3.305992363137133,1326601975.3534362
4.643502896023384,3.639616569136059,3150540538.7135906
3.0028467460510453,2.3952727872571016,4704070537.684761
1.5277527515249072,2.6979883205960316,1886355585.2258613
2.9135865186348604,4.191920475061158,1490227135.460674
4.365215994516252,2.942827006679373,4530299248.44236
4.626440258468238,1.1415392143592213,31909199312.30113
1.253980635175505,2.332890284277899,2070869917.4394073
2.3673571512679947,4.083556416855529,1275960649.5389638
1.3688069277223223,1.0951610572685495,10257389052.240616
2.1174342509621584,4.21500782947596,1071183269.1639285
4.128008650298927,3.79457272098001,2576709487.1857333
1.8101457454809133,1.642716648140778,6028910616.691034
3.373159852940167,4.471327634435429,1516402715.8482833
4.030211776934409,2.6483008790881377,5164684978.234224
1.9792484205009515,3.328732525463761,1605436476.5812895
3.722471575024282,3.2385841555673536,3189860089.3928075
4.834290807008873,4.904863093205703,1806049340.5137153
2.3072494915673816,4.980725316515674,835910912.030686
2.591666403916149,4.960843833840135,946495613.868411
1.7902599736197926,2.411110584985751,2767785698.416217
1.0031806628149433,3.296912191734292,829497362.4811388
1.8440437291079017,3.2230293064880327,1595487202.0010157
1.9046470402483777,3.062273982859824,1825479815.6082222
1.4384809101763993,4.846885322165779,550337659.322707
2.8939561761810157,3.581441567583709,2027807984.5324216
1.452699936967118,3.614235506226051,999524951.0336211
3.8568892120105684,1.2299566374288737,22914383718.514698
1.633848991310773,3.2195724296477883,1416661636.3638132
3.1249326196696163,4.495183492471389,1389941196.8849053
1.289246884349538,1.098257050311524,9606799107.269146
4.119657609607537,1.806910144409755,11340667796.922892
4.172375460876042,4.332652314278883,1997681843.0007257
4.290408495357125,2.6723742921547586,5399514250.676587
4.898240155426512,2.6599710520375033,6222098356.886008
2.3038712261950685,4.536805732929295,1006024258.1253773
1.4668858633410786,2.7355111513492605,1761854185.5007808
2.155184315975828,1.7197460417657653,6549473648.959093
2.2561648832488177,2.386548510481659,3560253487.273876
4.324615826407525,1.0067892463499892,38346083654.7776
1.971166125314027,1.7624262695798047,5703637693.784294
4.688302240134528,4.452057182863076,2125909399.7166784
2.1466029969741687,4.8753184048494935,811701559.9810083
4.642790610008106,4.033481052331277,2564895487.3260713
3.116420007466703,3.3637831555650446,2475429825.3233485
2.1806612449898672,1.9234668381729456,5297481116.201607
4.150724815113072,4.436764224750589,1895142447.4083555
2.126756681488434,3.3500803655090383,1703169899.8005283
4.632532912972881,1.8667930264505048,11947493203.492802
3.910565868926499,4.942050698241135,1439049825.5316417
4.448315270109125,2.3140998572447713,7465896880.304636
3.625254704803004,2.346950134415765,5915363246.925785
3.7509170218674077,1.4549154887410554,15926213759.022152
1.4021079792960984,1.2671638758231887,7848135849.694218
4.506646142785598,3.0172193915173033,4449285731.804369
3.6380543290986003,3.687377522469619,2404831160.9150352
4.381061479988936,1.7676094472581934,12602518335.420168
3.091886082736257,3.5498177976241396,2205271057.803572
4.182973476196526,4.0204057081074875,2325926395.5526285
2.20733771720689,3.5506830789202084,1573604473.696172
4.133730485725119,3.6743272273686194,2751928298.0375333
3.1756756198134513,1.2034137577580766,19708646907.582203
3.8018164640463312,1.1490221002371883,25881235318.987892
3.2886942829512695,3.080399610342625,3115013994.50491
1.623963900970356,4.467242765292251,731388085.1839426
1.2086489141437666,2.2475320291762446,2150497814.565382
4.478267356761271,1.14885259370564,30495237357.698452
2.906005681806758,1.2292181816415542,17285785784.603394
1.589024897443434,2.7840863087476073,1842535784.0621638
3.4457929601803188,4.045027593878095,1892765540.2539182
1.3466751735940319,4.245238198451688,671597924.7557672
3.404546361688752,1.2886697285500879,18425811215.23702
2.5325392374109597,4.5941693004983595,1078432109.698739
1.4171734136549077,4.580919128517165,606971591.5720901
1.1253017589212266,2.0737399287677936,2351857674.3185782
4.7119745364536945,3.6903344951829595,3109725734.28308
3.972164007054994,3.1498424129411684,3598322936.4581585
1.7821376589837152,2.216566852774243,3260094560.1986074
3.150731858041826,2.0628317540013885,6654791396.708973
3.57767719276672,2.626264220157702,4662028636.476081
4.759573077354818,4.8771749364727075,1798382016.140798
3.659664605993686,2.969331901875659,3730563318.2701983
4.251828892295232,4.8272997587418445,1639901871.0614576
1.1503320825454613,4.52340948467066,505291557.5093744
4.815675426164557,4.49484669769121,2142289000.9509985
1.049753076327916,1.9517768868419543,2476722975.2741666
4.114486369385615,3.8169427350942664,2538253288.627503
4.338745344391504,1.3875619875114187,20253962030.010143
2.6446384289807567,3.6292391711474816,1804619905.0379426
3.6034549846945914,3.1259434671210697,3314419538.1690087
1.4740435427089413,2.0919467742893287,3027329339.6076064
3.393122031607048,3.1867118517811654,3003063436.358478
4.23489665810966,2.1966446945941884,7888125354.528389
2.787657748250071,2.1178939309750926,5585752123.5271435
1.9671801656931787,4.472993212114602,883686615.2919295
3.0285882749259394,3.6053175425441553,2094130834.6416094
3.077976079175952,2.035522964183,6676730489.627378
2.434070247222062,1.7811820584322002,6895521268.43159
3.3273362540448495,2.812542671798575,3780498497.773762
3.332120452467705,1.245973860137016,19290942578.588535
2.6620378680517245,3.6010888509789694,1845003411.0836473
4.934938660728967,4.515241825114222,2175556403.3249784
2.4907286095285515,3.472009203713736,1857014488.3828385
3.0986821660133845,4.071240643367419,1680250773.6467
3.3352591458780694,4.434149457784363,1524612749.843398
3.510276319426123,1.2495609955259934,20205844282.30649
4.881355885357824,1.6653007788861909,15819972343.537212
3.4669924671079557,3.750214681244485,2215599492.9262824
4.766840921289141,1.0245978827970221,40810730539.30608
1.865034109153223,4.664032903976699,770573706.5733242
3.374842721442636,2.337948106154518,5549251678.340077
1.8986756560305182,1.13860063539376,13163111400.134296
2.0472540049957857,1.4019651207132435,9361553631.773434
3.903663529699791,1.2424278633860424,22729015796.455486
4.048061827231457,1.7142977685900425,12380130870.532757
1.0250967882256075,3.73200548345506,661501669.7715354
2.373987939054551,1.8802199468234821,6035480000.236756
2.2146459808949563,3.316186617635565,1809993462.03682
1.6709823505930377,4.129404994962769,880739599.8863915
4.814320014672766,3.956024534959927,2764824827.066622
2.3412093196748884,1.568156603873435,8556812190.449161
1.9067049040689996,3.4370300894894914,1450666003.8628888
3.2563692770334094,1.87382821753748,8335366837.311261
3.8265574455929645,4.966678253347903,1394205533.615094
2.488503247339526,3.8890964476265246,1478738577.7281716
1.0164914798804254,4.527954031791625,445605294.91080385
1.6970608835718677,4.981263890763984,614708108.7049556
1.6599099105055046,3.760746542882249,1054841011.0592062
4.108305257174942,3.5830082199706768,2876190944.4679227
3.8237610014870658,3.4854200460989526,2828988021.064446
1.6845347809082494,4.2829500058133885,825362229.6596648
4.739138084702077,4.196554920603932,2418600615.400559
2.648096773853099,3.2094281216878424,2310623378.7556577
1.0052430830735832,1.3157138559077888,5219138419.790856
2.0988748745380787,1.8568556708600639,5471178326.7668
2.268273843315903,1.4805220987074028,9300714531.51546
3.7540281863489353,1.8884138571564937,9461364852.141018
4.288310316919644,1.070774978242654,33615563443.6377
3.9691958711605073,4.1957162726741535,2026473481.4076357
1.9123638901585527,2.189196905260666,3586340345.0025415
1.2894795578906812,4.689350393873651,527035306.71730316
4.692297025383219,1.0831126846480057,35949166851.41681
3.388925198032755,2.943853098723502,3514635832.01173
2.1463083746506793,4.470229706731881,965346125.5087787
3.186277930153098,1.47947164539945,13083410908.297516
1.2929721544889898,1.9719720366462816,2988396960.1891756
1.9035187735043695,3.5025297066416803,1394582232.6585143
4.672001925068216,3.1018767807061964,4364199022.290511
3.7459634993568067,2.4476438265938825,5619759340.3938265
2.6687956160039663,2.795830924664807,3068627164.758848
4.996646382274401,2.8143607268745234,5669825722.249672
4.608096667997558,4.12840733273697,2430004724.0886674
2.657802831767339,4.010227853021053,1485372160.9044604
2.3655332654341334,2.9665856530414767,2415827351.3266277
4.735041338915043,1.1814512204097416,30488973495.934193
3.4131732825033123,3.634342754693061,2322507843.56294
1.7496663484389963,1.1092909332859415,12779531439.459997
4.397100688059506,3.0896375050196907,4140015548.17946
4.155945189996938,2.3574215569499546,6721186224.118312
4.42254434244036,3.6955856973514667,2910423973.7332587
1.9061786372461782,1.0725804978662419,14892047886.621634
3.891358913163904,2.9493156039160664,4020771661.5001097
3.036619006334947,1.6793407459754985,9677502082.418259
2.0226829547219785,1.7938041562250433,5649738946.118859
1.3713786106625538,1.5017446950762365,5465322283.883359
4.934080010649513,4.597086463516881,2098415384.7501917
3.975407021243904,3.5045659756346725,2909134081.2867284
2.0478872564893162,3.854958164746994,1238560778.8647768
1.4152372710969487,2.304506687709627,2395101541.146542
1.9111640081275252,3.7465356278780693,1223739116.9600232
1.9375488168967046,1.388198926946675,9036491887.688559
3.5997255971047717,1.2457197532349826,20848715953.65827
1.9155206732977836,3.412901789779704,1478052565.3619258
3.680409672090459,1.3385602445806892,18461668020.694283
2.287640957838798,4.1457266577224114,1196291876.3376868
2.77156561511842,3.86147765912737,1670585586.080217
1.4999120025557726,3.903265291736175,884830856.2492217
3.860598375891163,1.0458259071784655,31723891075.44327
1.9422379696109129,4.776478881454363,765133706.8241913
3.497558682155285,2.0735676456634664,7311040883.022903
1.6658985841902259,2.0052042669384536,3723762184.2447352
2.2925985794677555,3.1296554610159957,2103708581.7384646
3.676783137179508,2.029654257976723,8021849413.868191
3.8087810428327282,1.4012314998888602,17434794857.143826
1.7100136761444453,3.7842366260629703,1073232047.5858898
3.609502147895541,4.301187324958806,1753562333.5307627
3.673876154395735,4.683339724519332,1505441230.6092718
3.380897263748182,3.642341974783254,2290451788.7543197
1.2029589348004643,3.0178602728884956,1187143350.905615
2.038572918738024,2.2844356079963584,3510904585.0927467
1.613503594918427,3.770890156782657,1019841761.3627621
2.687083982066142,4.335064523711282,1285111253.032862
3.2659450701342765,4.689023129893341,1335041433.3986423
4.080034849702768,2.3314786706757333,6746081716.425092
4.410681011813537,3.5853457037375462,3083856732.902217
1.0451632287316484,4.541307557613651,455483773.19425046
3.6222817354710597,1.5139070244923953,14204777524.32683
2.215289953587155,2.064345237543796,4672147412.771555
1.7269580108801543,2.6194217046258697,2262150802.566365
1.0323327310447565,2.027065891494313,2258055351.445042
2.0144092181856954,4.310850223669123,974254567.5295999
4.061777791494606,4.887872521527527,1528012959.2043676
2.1994776314603897,3.746559937091027,1408331192.368564
1.79099911015516,2.6395846161455565,2310334222.4702253
4.349246174768584,1.9961739665010696,9809973490.852465
1.5405044800299623,2.8082653679243537,1755647391.6531265
4.406455966048501,4.569035131467431,1897103643.5556252
3.791088898479199,2.171085864912243,7228706420.918227
1.460048735293519,1.6873527404003519,4608994697.109272
2.8949661298455642,3.362894277816013,2300740708.6551576
3.645786960750534,3.2713658882434076,3061848260.2884893
1.2191844349535161,2.2177184761987307,2227959020.5477104
4.6499180295617375,1.4085957952600152,21063141245.59916
1.5096392042051043,2.6450489488860045,1939350725.9227304
4.323512955315046,3.569733879212417,3049409163.1521297
1.368696085625161,2.8894034675440428,1473469885.5173354
1.1220308270489041,1.675955079714691,3590299338.67894
1.9246686827247999,2.750408318564785,2286716115.0426555
3.195222710513801,3.1411095636955233,2910620490.943923
2.2425658333211795,4.62817045549951,940972926.6140916
3.7132861535189416,4.978769585890706,1346371719.4838927
3.7571114038108027,3.7804096977136585,2362799954.9710875
3.5892508765063207,3.369371260309733,2841559139.4556947
2.1481814298144664,4.094831976313818,1151461454.136389
4.124465499289457,1.262836174934578,23244717115.32159
1.3031287790604509,4.864617234327644,494926384.0651941
3.6767345086748096,1.5974719453460793,12949303502.892988
3.224929516326505,2.0465509105863693,6920313037.345775
4.760368801224569,3.5652528599244473,3365972354.560038
2.0914535719577523,3.696856515716443,1375414684.6973321
1.3460177551031762,3.4207656887828226,1033843382.0752064
4.581711521213753,2.2397929129022756,8208477786.7310295
3.7739929617044647,2.7604964312136135,4451202212.619906
3.9664635240875232,2.77433517718366,4631655251.882095
1.5933511180433397,4.878403998762603,601736813.3161789
2.0802695569947662,1.669650663383044,6706856329.036441
4.421683807174906,2.9407688627638677,4595328035.320038
3.297754889599491,3.419599215483451,2534653361.46017
4.864920676914508,2.9765412649438128,4935175103.2501955
4.970012817085477,3.8253653858651013,3052546437.518857
2.2949613565998557,3.4823763818084723,1700883538.949016
2.5732921065375836,4.886967829674922,968413301.285552
2.5401098653338727,4.632193710709849,1063970763.758103
4.561872416724388,4.917949483654789,1695218278.8430307
4.388490765663756,4.395143607056598,2041830409.5347686
2.366190891917569,4.113342467124808,1256928743.9484751
2.3460615777015796,1.869142340064598,6035389107.29
1.8049695956555691,4.809753432489003,701253242.7593265
2.625919950156886,3.725534349612517,1700415116.3558483
3.6064398297501885,2.8904710919855994,3879645540.0143085
1.6973417160850337,1.8882147715950315,4278752065.9649677
3.270109090296176,1.1958062121354538,20553758470.81811
1.536783120374293,4.50948292655951,679218812.3738964
4.315919461466422,2.9998699053559967,4310415222.379118
2.066481041576278,4.217690740336181,1044077121.3743223
3.5009506554611307,3.5615223194822314,2480648709.9792747
2.3571019570812624,2.6270651453014247,3069638985.372215
2.050708797874795,1.6152073256633184,7064770554.428319
4.998919796797199,2.5143983558132343,7106546780.635578
3.17467477794989,4.512343106447311,1401346813.5412936
4.352268378776925,2.9165651696500716,4598571211.425262
4.004387151445936,3.096867520962773,3752679051.484881
3.0281036327258053,3.3462389143436284,2430566241.8097763
3.9248766689987207,3.361550915489776,3121743711.48907
1.553277821442384,2.6616151450299674,1970648837.1012433
3.845108438426686,4.855782772759476,1465685226.8622506
1.1941765449278265,3.246866182693679,1018099854.7569621
1.5612625371398559,3.1548061513759076,1409876914.007166
1.5943637755223365,2.071186852557179,3340407695.822553
1.575818035921806,2.0130594801163033,3494970149.024163
2.2560851584131716,1.7561929098155193,6574483926.649966
2.088033602358594,4.313119887383074,1008799926.3070868
4.18194437837286,1.7202552045765636,12701151888.453833
4.995003144114435,1.160575706365206,33330316161.506874
1.2961221766200537,1.2680462679447846,7244799308.823318
4.650302755776484,4.446581780734849,2113874881.980924
4.860198255308148,2.510299336291742,6931920623.256066
4.692550868551473,4.695981758390722,1912523609.5011637
3.3501365893210098,3.9647870646264693,1915461366.085389
3.5590172025568694,4.326736050108384,1708676715.45786
2.175244924018825,3.5195300128420617,1578299562.7984107
2.3604358850170586,4.163966458565049,1223568764.5719335
1.7282619451519396,3.655200650094127,1162619869.815095
2.2781951079242737,4.826704904862046,878901160.3078725
1.0089663081170865,3.938914654088202,584486037.346957
1.1584070203003423,4.312393072344788,559854430.9441798
3.2902456996055607,3.282656678174607,2744277475.609894
3.813517363436016,1.9666075472622349,8862187686.135967
4.991292443209441,2.516650681650204,7083008414.556881
4.811143656217578,2.3074320971880486,8121590423.912893
1.3470288676097608,3.8318407244772903,824541699.0047659
1.5145390054603824,3.9959582584827333,852489807.1839178
4.68799709402103,2.458401090528209,6971600178.351355
4.9973685200298785,1.1139964693350475,36192981952.335335
2.3610046211867317,1.6788487968357466,7528774473.180659
2.532611771197932,4.039319580863147,1395091876.195769
2.7706249538479155,4.777437114655506,1091034293.1219938
3.287598485359018,1.1909651470316343,20832015282.370815
2.5691357830602115,2.3829601823225417,4066343899.845903
3.568156483594336,3.0275965289410194,3498634008.426731
2.261727163727983,2.053367625146888,4821225130.685619
3.3525058928888076,1.4739702863884157,13868922164.739016
1.528340489287662,2.6297192009440007,1986332654.513753
3.7810246470528357,4.067070222730528,2054455716.589284
3.5153321823116763,4.487488908766871,1568954004.6680574
1.7761567332218942,4.978475553355722,644079011.51641
4.28456169976012,1.4017786479375092,19597385632.830353
2.326238960755109,4.914048787242055,865816814.520892
2.3915071753668404,1.2544511154672375,13658871602.39316
3.5473771899828197,3.8339537936891466,2169023405.604478
4.384745308990318,4.347468513148147,2085077010.6036062
1.2874943866093718,3.450570956102617,971883116.3588371
3.037016313024177,3.7896098307418886,1900678868.6714466
4.961685284925654,4.839758458033027,1903848811.857847
2.1227884243975392,3.1915483885563676,1873071959.453009
1.2936750963556265,4.551527404816721,561256666.2605397
1.2073068227346981,2.135153261667045,2380181990.652013
4.218789601159287,4.5806406478955175,1807116036.679418
4.35708056952379,2.570818766256422,5925203711.494187
4.037291815090702,3.097238352894472,3782609445.7100506
1.4159819204042887,2.450384029946266,2119532205.2552462
1.3226214535412621,2.273819172537704,2299187200.370644
4.836264941996836,1.7421573595524253,14321415440.03144
3.636892211762916,3.500922806448427,2666956784.368761
4.681572354056282,1.6711323938251619,15066786787.39524
4.191528620206861,4.493108377446951,1866075735.2205572
3.445244818758945,2.2784736423596317,5964618739.488725
3.426832491062265,2.6586805183116846,4357237049.641191
1.721387094599839,1.9942907805833308,3890023257.8920584
3.5248573173299667,1.049593060165825,28757442439.172146
4.259330146279135,1.2360611706865234,25056014678.79235
3.7190850581181287,3.928869166658328,2165467129.477924
2.5816848917356676,2.0188459517967217,5693082651.616531
4.522860934325321,1.45813814565432,19119058848.042336
2.5477677710129427,1.1547421694217217,17172772087.468319
2.9743931750649706,3.4751590725510253,2213602397.663669
2.4443412489472593,3.712285025764609,1594152365.400087
3.704489591972359,2.064087708014509,7814886990.584129
2.325727341967684,3.2720365962152718,1952419390.0891912
1.0572221635013315,2.952833095185092,1089780613.6399562
4.610816310870306,1.6243191550605331,15706727441.148066
1.2612034007925987,3.744692628290485,808357365.7512872
3.202905304024075,3.0599138731192537,3074512844.2072644
3.3600729618954888,2.6744296054742454,4222182330.335755
4.703466717057603,2.311824249743498,7909682731.3032675
3.604720354898881,1.785259629068709,10165281947.133389
3.0310482420305225,1.7554859294045007,8839928682.021822
4.229875559746784,3.7269237304251224,2737015133.81053
4.943489045569377,2.7902123458446138,5707023783.727877
3.7391765248143876,2.1009455882042074,7613721328.382001
1.061484289684926,1.3280021472209516,5409618451.107553
3.318874697834393,1.5304719281993013,12734759221.825123
1.4203549714159518,3.0399746808213206,1381362242.518437
4.398495882729545,1.099390799039465,32707745676.048172
1.5527623867060538,4.216460569634828,784981703.04795
1.3984835143728938,3.6503905375939305,943255420.3163319
4.0302158525352585,1.514737425334081,15787167381.64656
3.9956829304438015,4.584691552283607,1708525210.0983508
1.4291439549173708,2.4009819933779752,2228172392.7756095
2.836313934165939,2.346499862326746,4629817271.842153
4.38848879419771,1.4591779808171483,18524610154.246758
1.553137815149423,4.704978990996835,630587322.2245721
3.8956168440062275,2.8943302127348995,4179561280.388199
3.5397773449356533,2.3466455507941486,5777388474.25474
3.022178709138714,2.520089144373587,4276997071.5843863
3.276489769950142,4.871007425714176,1241143083.297516
1.9452991191662923,2.092320248255007,3993748318.3379846
2.1941664611821525,1.4650861907600845,9187425721.110947
2.901988035237815,3.8207525547928514,1786686728.5958166
4.108058133000107,1.288330547735439,22245009213.5497
2.762308096953992,4.399719722676984,1282545296.0035377
4.004013364201987,4.675010085236728,1646573162.2268167
1.4786687296740748,4.356653866151817,700189176.759879
1.7560218370334875,1.933983540620563,4219635945.939765
3.298890406682676,3.6376342322572905,2240683158.68122
3.5571942244244794,3.7438556294127747,2280972296.532356
4.724007103653468,4.979489149464471,1712346220.8559558
4.961961104745337,4.390042854003717,2314016517.3975315
3.6605889910496936,4.502082357438463,1623210027.3103786
1.8735464480422537,4.550432512029715,813223139.0648992
3.0745869115960236,4.325091309507145,1477225620.597462
3.524044793632041,1.1417584039994395,24296493738.607986
4.736333540202925,3.6126030947010586,3261762967.0815196
3.5206217800775823,1.4534536670977602,14978475237.010242
2.778855919368587,2.543343483583147,3861060573.9038596
2.3217131010301832,2.8325136210634803,2600849106.139049
4.003542363813915,3.2371698168565257,3433713705.2416224
2.0671426871501972,1.4131872210459901,9302971072.149523
1.123545109391893,3.345297354152608,902343050.4900478
3.3973623262996586,4.302950026893605,1649148940.7936256
3.714427689060076,1.5445666688750328,13993592053.042488
1.7836071917640446,1.3509719983347952,8783288301.513584
2.368425914955139,2.9768247141375377,2402170877.383552
4.058057884210587,1.0076235104826332,35922972971.516
4.446590592243428,4.436141919952986,2030798809.1180403
1.2925517904494148,1.3012802043748746,6860518275.816231
2.4346217574635265,1.7443662944207654,7191289033.898313
3.4395437949690715,1.5667463903782353,12593720668.534155
2.865307692767124,3.207390129347492,2503331172.632882
3.0536689866716773,1.455428427537043,12956594591.81451
2.4178633939063503,1.0875008013739782,18374824812.83296
3.8909505144959287,2.168240508099525,7438603635.985582
3.143873223461885,2.202362726899208,5825563578.448973
2.3173630612764815,4.627224309241582,972755270.7470081
3.445040888282887,4.9345578632872,1271594109.015744
4.356596360659656,2.25210274123284,7720075440.422923
3.0204319295401922,3.2492727908122903,2571267871.900071
2.5978590328047355,4.323046310009682,1249356624.4765024
1.4010652524595906,4.304678984105885,679559425.6212908
4.1703085744340065,2.7808709288472326,4846822834.641943
2.422524667205832,4.758610400035632,961520454.4129882
4.499691843560436,3.9693346546025383,2566835040.452534
1.1617492438725687,2.902744486099386,1239211397.9093697
3.9913122413820474,2.2413456565707484,7140829221.086608
4.147404664307524,2.2688115844149825,7241527230.571657
1.930275301932535,4.319273230086808,929926270.7710013
3.6174373920900598,2.6727517895405657,4551288688.934198
1.8759787423950556,3.6475858679243225,1267265122.2667193
1.635895499090323,1.7384014098705562,4865259897.147814
4.526514841898569,3.430329090608564,3457347193.100554
2.8332891186955016,4.567475192616577,1220644272.1717167
2.6550927506484747,3.0264882842509007,2605267496.0153303
4.076856172528912,3.1392341902390632,3718164303.598929
1.0023998733478239,1.8218236258996403,2714431970.6672597
2.0337943983427897,1.4751116861941265,8400552647.339412
3.505468917985296,4.363762864403147,1654529270.6965144
4.942254104736326,2.518177373516248,7004917977.674746
1.8753454979570536,1.7272542197386662,5649621901.793195
2.440118058777132,2.233684636493107,4395595733.764905
2.7897114176297055,3.038004785328591,2716645629.9700556
1.0626376204616288,2.907125396440264,1130077622.5854197
3.8958539561764525,3.9858426151322983,2204007124.9076943
1.315716820277629,4.596575028724782,559685864.3813275
4.218445232263376,3.928609910441238,2456547791.5635066
2.633328989090849,1.6619743826407842,8568545114.928746
3.8357310490079435,1.0259003538607505,32755814812.066452
4.2358988339028585,2.898419571449153,4531830838.905648
4.190378151677404,3.0324128896146627,4095690842.2275095
3.6873792645004912,3.3952413052939563,2874929081.6508045
4.772920156502156,1.0365335044458943,39927130430.44682
2.069542901701859,2.6813441376579,2587140042.162561
2.4202190101207885,3.582667263967205,1694698071.7714558
3.9884624315235366,2.154812037729092,7720356195.360585
3.0271810510370587,1.2162682200051882,18392056661.507523
3.939685814116701,1.1365364462111702,27412299786.72457
3.739104171875322,3.072688731340661,3559434845.820268
3.0908194138001677,2.3355648859649936,5092609493.5176735
2.4215280691595984,4.212613535270946,1226413403.3326209
1.7703443081876644,4.753065600220044,704304949.9907588
3.1779821835521123,3.8262654196348476,1950975838.0278208
4.982644035248056,1.0073829295866927,44128717468.687996
2.1006671771241,2.109704785649224,4241939712.511843
3.498144985578494,2.3995479252207574,5460464237.560156
4.453368434896407,1.7748841657760046,12705718084.877394
2.2801361435216227,4.972896382802219,828690913.3219421
1.4153593744965343,3.538758447710149,1015817068.4179
1.738407095871724,3.283758302788648,1448971143.790518
4.198966032615795,4.275556136665608,2064466090.6144626
3.48954050813676,2.570879131162969,4745211176.35361
3.893741980144832,4.328366063685008,1867969673.5859592
1.2396297300590509,2.9780010678813085,1256298679.8876035
4.721842806793783,3.469764098615745,3525025355.1635003
3.7128942381602466,2.329393980102665,6150030920.623498
3.857179474786965,2.343396099476134,6312902181.629253
2.30359048381529,4.585044596480861,984846998.6530964
2.9222601310607486,4.198244588330526,1490163829.4260447
2.8068235203744503,3.7941271345503083,1752435195.9860225
3.7728539842281226,4.428382291795968,1729140986.038454
2.5336429924585175,3.9499710703495055,1459513809.215323
2.4762331026917352,4.233123470584304,1241996211.9930358
3.5056854723000037,3.2496029362807133,2983753698.028605
2.7477298636360112,1.0446336752513696,22630628144.31545
2.9264461963990613,1.5141153666370912,11472900523.687763
1.3879979602601202,1.5563349156321356,5150309460.178318
4.138501936063205,3.521299041842636,2999770044.3566813
3.6715996275674936,4.406087542113085,1699807308.3056483
4.921477681096434,2.154757651027645,9526848859.645428
2.795401445801426,3.966514062083773,1596896640.4175858
4.549075361529021,4.4490621887365585,2065555160.295303
3.2930667175691464,4.854404243560731,1255970012.8411431
1.887569091239421,1.6215008660894834,6452367656.750709
4.940548130763122,2.126299387298351,9821479732.82926
2.8054609092076532,4.758527452928304,1113549895.900019
2.3368255154653665,4.81841349696283,904625386.059114
2.786581678320741,2.476909108591578,4082274979.718978
1.6931546163311153,3.627592895023509,1156405509.5158298
1.3319309178218495,2.3386841986490507,2188714705.531498
4.3274217150428935,2.3142615926311705,7261978229.434116
4.949761597097245,4.805316775992449,1926596891.3003407
4.819811046717668,1.0206797837249515,41581639147.04689
4.344874810078897,2.6805566420658797,5434729194.740996
2.6799425352326054,4.169425075963895,1385554942.9939756
2.577332339447148,1.1913065645578782,16322022479.671976
2.531968833681366,4.9537564996736805,927341431.6939466
1.9576867582695172,4.38487435933409,915123090.5908403
3.622166125329961,1.6086034133165739,12581169436.665062
2.5008091872882923,3.092167537569494,2350742945.448454
2.221751907295556,2.7057288954356586,2727580774.861436
1.6748848822223557,2.521841642385097,2367009261.8322997
4.622413234322055,2.6197657698656975,6053331523.897602
1.2077091134902185,3.860462040556685,728340380.9898185
3.5410748004367036,2.012747072006654,7856105590.918208
4.631001717342476,2.0815606327254548,9606107200.23117
1.1347259021050937,3.843582244995461,690349841.9547534
