gen,nevals,best,mean,median,worst,size,div
28,834,139384.73537437568,122075.64711192762,136462.26130506737,0.0,5.651,0.04946470608539575
29,833,139384.73537437568,125224.84111692366,139384.73110975354,0.0,5.358,0.052777467122294724
30,844,139384.73537437568,126262.00457887816,139384.73110975354,0.0,5.161,0.05392875634254944
31,871,139384.73537437568,124611.51393018343,139384.73537437568,0.0,5.147,0.034432156294225254
32,851,139384.73537437568,125558.0089480774,139384.73537437568,0.0,5.147,0.017242414828621728
33,842,139384.73537437568,124607.43580881167,139384.73537437568,5353.368707270266,5.161,0.01607655931793863
34,853,139384.73537437568,126844.79859373877,139384.73537437568,0.0,5.126,0.013285285285285284
35,836,139384.73537437568,123780.02884448296,139384.73537437568,0.0,5.128,0.016010631320976153
36,831,139384.73537437568,127279.2965614349,139384.73537437568,0.0,5.111,0.01158392875634255
37,840,139384.73537437568,125128.23242554945,139384.73537437568,6160.110933641611,5.153,0.014578785682233962
38,822,139384.73537437568,126315.71863833875,139384.73537437568,0.0,5.122,0.013565841703772745
39,858,139384.73537437568,126931.9375888915,139384.73537437568,0.0,5.124,0.013017983500742118
40,825,139384.73537437568,124826.65876342404,139384.73537437568,0.0,5.124,0.015058092575333956
41,837,139384.73537437568,126141.00880968892,139384.73537437568,0.0,5.128,0.013016050533291914
42,858,139384.73537437568,125514.04556459996,139384.73537437568,0.0,5.145,0.013764868316592457
43,827,139384.73537437568,126834.52014670066,139384.73537437568,0.0,5.12,0.011658140899520214
44,831,139384.73537437568,125977.671349479,139384.73537437568,0.0,5.128,0.013700873287080187
45,856,139384.73537437568,128009.85938781308,139384.73537437568,0.0,5.103,0.011590141866003932
46,851,139384.73537437568,126049.46435002905,139384.73537437568,0.0,5.119,0.013086949017983497
47,827,139384.73537437568,127653.04297495636,139384.73537437568,0.0,5.118,0.012613026819923373
48,846,139384.73537437568,124847.33646299153,139384.73537437568,0.0,5.143,0.014582651617134375
49,831,139384.73537437568,124678.17166097522,139384.73537437568,0.0,5.163,0.015399054226640433
50,829,139384.73537437568,126798.8218123461,139384.73537437568,0.0,5.127,0.013765144454799629
51,848,139384.73537437568,126538.82892584246,139384.73537437568,0.0,5.111,0.013769562666114394
52,827,139384.73537437568,125965.56508721565,139384.73537437568,0.0,5.121,0.013771219495357428
53,869,139384.73537437568,125052.28092445325,139384.73537437568,0.0,5.144,0.014511753132442785
54,840,139384.73537437568,124561.67770497478,139384.73537437568,0.0,5.142,0.013832177004590798
55,839,139384.73537437568,125685.61530877005,139384.73537437568,0.0,5.121,0.013633426529978251
56,851,139384.73537437568,124161.6065631231,139384.73537437568,4672.271062786779,5.157,0.01553560457008733
57,806,139384.73537437568,124824.7188625448,139384.73537437568,0.0,5.129,0.014172724448586516
58,822,139384.73537437568,123130.78688660763,139384.73537437568,0.0,5.163,0.014981119050084571
59,822,139384.73537437568,127270.55807811284,139384.73537437568,0.0,5.108,0.011524766145455802
60,835,139384.73537437568,124594.13184801953,139384.73537437568,0.0,5.141,0.013361430395913152
61,822,139384.73537437568,123781.23080808269,139384.73537437568,0.0,5.161,0.015254495875185528
62,839,139384.73537437568,126369.7280099939,139384.73537437568,0.0,5.12,0.01247937592765179
63,823,139384.73537437568,123884.64800865477,139384.73537437568,0.0,5.152,0.01573739256497877
64,839,139384.73537437568,125094.13996196483,139384.73537437568,0.0,5.155,0.013499223361292325
65,856,139384.73537437568,126722.03972901408,139384.73537437568,0.0,5.126,0.013017569293431364
66,860,139384.73537437568,123926.50579800118,139384.73537437568,0.0,5.133,0.01485809947878913
67,872,139384.73537437568,128052.18583630586,139384.73537437568,0.0,5.098,0.01151951951951952
68,830,139384.73537437568,123656.13319817281,139384.73537437568,0.0,5.15,0.016415035725380556
69,830,139384.73537437568,125790.34470443237,139384.73537437568,0.0,5.139,0.01349811880846364
70,820,139384.73537437568,125639.27544314256,139384.73537437568,0.0,5.123,0.01417617617617618
71,833,139384.73537437568,126667.04001281428,139384.73537437568,0.0,5.114,0.012609989299644476
72,850,139384.73537437568,124030.82376398079,139384.73537437568,0.0,5.149,0.015394774084429255
73,832,139384.73537437568,125215.96756377214,139384.73537437568,0.0,5.145,0.014856718787753267
74,825,139384.73537437568,125579.4421209172,139384.73537437568,0.0,5.136,0.01384184184184184
75,853,139384.73537437568,124620.4725608772,139384.73537437568,0.0,5.13,0.015327189258223742
76,836,139384.73537437568,125284.87920309936,139384.73537437568,0.0,5.117,0.013765420593006804
77,846,139384.73537437568,124422.14963563281,139384.73537437568,0.0,5.169,0.015532014773394082
78,828,139384.73537437568,126690.65530831635,139384.73537437568,0.0,5.122,0.013158813986400193
79,848,139384.73537437568,125927.66084393658,139384.73537437568,0.0,5.13,0.01396858927893411
80,831,139384.73537437568,125981.6795015612,139384.73537437568,0.0,5.137,0.013768458113285698
81,845,139384.73537437568,125952.41313241636,139384.73537437568,0.0,5.145,0.013222394808601703
82,850,139384.73537437568,123687.01821806133,139384.73537437568,0.0,5.141,0.013357564461012736
83,824,139384.73537437568,124417.66560141521,139384.73537437568,0.0,5.134,0.015063063063063062
84,847,139384.73537437568,125166.1497765576,139384.73537437568,0.0,5.141,0.015131476303890093
85,844,139384.73537437568,125702.46139997846,139384.73537437568,6606.877195815144,5.142,0.013561009285147217
86,845,139384.73537437568,123695.50289214298,139384.73537437568,0.0,5.15,0.014923475199337267
87,832,139384.73537437568,124048.0548536585,139384.73537437568,0.0,5.128,0.014512719616167883
88,800,139384.73537437568,125986.18145158341,139384.73537437568,0.0,5.126,0.013833143488315902
89,856,139384.73537437568,126385.79813786244,139384.73537437568,0.0,5.124,0.012610679645162402
90,857,139384.73537437568,123042.92983688682,139384.73537437568,0.0,5.162,0.016953091022056534
91,850,139384.73537437568,127509.57020849749,139384.73537437568,0.0,5.105,0.011319250284767525
92,830,139384.73537437568,126115.11941476644,139384.73537437568,0.0,5.106,0.013421973697835769
93,863,139384.73537437568,128548.24093328815,139384.73537437568,0.0,5.096,0.01111166338752546
94,880,139384.73537437568,125908.28479654908,139384.73537437568,0.0,5.117,0.013354112733423077
95,848,139384.73537437568,123769.3778268609,139384.73537437568,0.0,5.151,0.015257119188153674
96,844,139384.73537437568,125487.67231438041,139384.73537437568,0.0,5.135,0.013090814952883915
97,869,139384.73537437568,125786.51706461767,139384.73537437568,0.0,5.114,0.0130131510821166
98,853,139384.73537437568,124844.20816815934,139384.73537437568,0.0,5.128,0.01451575713644679
99,839,139384.73537437568,125450.39801464119,139384.73537437568,0.0,5.156,0.013693003348175763
100,811,139384.73537437568,126483.84636002293,139384.73537437568,0.0,5.113,0.012813986400193298
